Мандант;Роль;ИмяПользоват;Начальная дата;Конечная дата;Исключая;Дата;Время;Метка UTC-времени в краткой форме (ГГГГМ;Присвоение из орг. менеджмента HR;Присвоение из групповой роли
400;ZUBI000_BRD10010;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD10010;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD10011;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD10011;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD10011;XDOANS03;25.12.2017;31.12.9999;;27.12.2017;18:48:12;0;;
400;ZUBI000_BRD10011;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_BRD10011;XDOBTA03;25.12.2017;31.12.9999;;25.12.2017;12:29:19;0;;
400;ZUBI000_BRD10011;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD10011;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD10011;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD10011;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD10011;XDOKAG07;25.12.2017;31.12.9999;;25.12.2017;12:31:07;0;;
400;ZUBI000_BRD10011;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD10011;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD10011;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD10011;XDOKRV03;25.12.2017;31.12.9999;;27.12.2017;18:48:36;0;;
400;ZUBI000_BRD10011;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD10011;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD10011;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD10011;XDONNA06;25.12.2017;31.12.9999;;27.12.2017;18:48:49;0;;
400;ZUBI000_BRD10011;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD10011;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD10011;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD10011;XDOSEV21;25.12.2017;31.12.9999;;27.12.2017;18:49:02;0;;
400;ZUBI000_BRD10011;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD10011;XDOSIG03;25.12.2017;31.12.9999;;27.12.2017;18:49:07;0;;
400;ZUBI000_BRD10011;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD10011;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD10011;XDOTEV05;25.12.2017;31.12.9999;;27.12.2017;18:49:16;0;;
400;ZUBI000_BRD10011;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD10011;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD10011;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD10011;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD10011;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD10012;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD10012;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD10012;XDOANS03;25.12.2017;31.12.9999;;27.12.2017;18:48:12;0;;
400;ZUBI000_BRD10012;XDOBAS10;15.02.2018;31.12.9999;;15.02.2018;11:38:06;0;;
400;ZUBI000_BRD10012;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_BRD10012;XDOBTA03;25.12.2017;31.12.9999;;25.12.2017;12:29:19;0;;
400;ZUBI000_BRD10012;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD10012;XDOCVV03;25.12.2017;31.12.9999;;25.12.2017;12:29:37;0;;
400;ZUBI000_BRD10012;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD10012;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD10012;XDOGAR04;20.02.2018;31.12.9999;;20.02.2018;14:57:55;0;;
400;ZUBI000_BRD10012;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD10012;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD10012;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD10012;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD10012;XDOKNV22;25.12.2017;31.12.9999;;25.12.2017;12:32:09;0;;
400;ZUBI000_BRD10012;XDOKRV03;25.12.2017;31.12.9999;;27.12.2017;18:48:36;0;;
400;ZUBI000_BRD10012;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD10012;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD10012;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD10012;XDOMIV05;25.12.2017;31.12.9999;;25.12.2017;12:33:28;0;;
400;ZUBI000_BRD10012;XDONNA06;25.12.2017;31.12.9999;;27.12.2017;18:48:49;0;;
400;ZUBI000_BRD10012;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD10012;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD10012;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD10012;XDOSEV21;25.12.2017;31.12.9999;;27.12.2017;18:49:02;0;;
400;ZUBI000_BRD10012;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD10012;XDOSIG03;25.12.2017;31.12.9999;;27.12.2017;18:49:07;0;;
400;ZUBI000_BRD10012;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD10012;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD10012;XDOTEV05;25.12.2017;31.12.9999;;27.12.2017;18:49:16;0;;
400;ZUBI000_BRD10012;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD10012;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD10012;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD10012;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD10012;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD10013;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD10013;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD10013;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_BRD10013;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD10013;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD10013;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD10013;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD10013;XDOKEV33;30.05.2018;31.12.9999;;30.05.2018;15:38:20;0;;
400;ZUBI000_BRD10013;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD10013;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD10013;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD10013;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD10013;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD10013;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD10013;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD10013;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD10013;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD10013;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD10013;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD10013;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD10013;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD10013;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD10013;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD10013;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD10013;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD10013;XOBYA;25.12.2017;31.12.9999;;25.12.2017;12:36:19;0;;
400;ZUBI000_BRD10013;XOOAV;25.12.2017;31.12.9999;;25.12.2017;12:36:20;0;;
400;ZUBI000_BRD10014;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD10014;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD10014;XDOANS03;25.12.2017;31.12.9999;;27.12.2017;18:48:12;0;;
400;ZUBI000_BRD10014;XDOBAS10;15.02.2018;31.12.9999;;15.02.2018;11:38:06;0;;
400;ZUBI000_BRD10014;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_BRD10014;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD10014;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD10014;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD10014;XDOGAR04;20.02.2018;31.12.9999;;20.02.2018;14:57:55;0;;
400;ZUBI000_BRD10014;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD10014;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD10014;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD10014;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD10014;XDOKRV03;25.12.2017;31.12.9999;;27.12.2017;18:48:36;0;;
400;ZUBI000_BRD10014;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD10014;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD10014;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD10014;XDONNA06;25.12.2017;31.12.9999;;27.12.2017;18:48:49;0;;
400;ZUBI000_BRD10014;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD10014;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD10014;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD10014;XDOSEV21;25.12.2017;31.12.9999;;27.12.2017;18:49:02;0;;
400;ZUBI000_BRD10014;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD10014;XDOSIG03;25.12.2017;31.12.9999;;27.12.2017;18:49:07;0;;
400;ZUBI000_BRD10014;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD10014;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD10014;XDOTEV05;25.12.2017;31.12.9999;;27.12.2017;18:49:16;0;;
400;ZUBI000_BRD10014;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD10014;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD10014;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD10014;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD10014;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD10015;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD10015;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD10015;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD10015;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD10015;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD10015;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD10015;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD10015;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD10015;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD10015;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD10015;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD10015;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD10015;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD10015;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD10015;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD10015;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD10015;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD10015;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD10015;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD10015;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD10015;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD10015;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD10015;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD10016;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD10016;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD10016;XDOAMA09;25.12.2017;31.12.9999;;25.12.2017;12:28:24;0;;
400;ZUBI000_BRD10016;XDOBAB01;25.12.2017;31.12.9999;;25.12.2017;12:28:37;0;;
400;ZUBI000_BRD10016;XDOBEN03;25.12.2017;31.12.9999;;25.12.2017;12:28:48;0;;
400;ZUBI000_BRD10016;XDOBKA01;25.12.2017;31.12.9999;;25.12.2017;12:29:00;0;;
400;ZUBI000_BRD10016;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD10016;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD10016;XDODIB;25.12.2017;31.12.9999;;25.12.2017;12:29:51;0;;
400;ZUBI000_BRD10016;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD10016;XDOEVF;25.12.2017;31.12.9999;;25.12.2017;12:30:08;0;;
400;ZUBI000_BRD10016;XDOFSA03;25.12.2017;31.12.9999;;25.12.2017;12:30:16;0;;
400;ZUBI000_BRD10016;XDOGII02;25.12.2017;31.12.9999;;25.12.2017;12:30:29;0;;
400;ZUBI000_BRD10016;XDOGLP02;25.12.2017;31.12.9999;;25.12.2017;12:30:34;0;;
400;ZUBI000_BRD10016;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD10016;XDOKAG07;25.12.2017;31.12.9999;;25.12.2017;12:31:07;0;;
400;ZUBI000_BRD10016;XDOKEV24;25.12.2017;31.12.9999;;25.12.2017;12:31:28;0;;
400;ZUBI000_BRD10016;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD10016;XDOKLI;25.12.2017;31.12.9999;;25.12.2017;12:31:45;0;;
400;ZUBI000_BRD10016;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD10016;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD10016;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD10016;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD10016;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD10016;XDOMOE;25.12.2017;31.12.9999;;25.12.2017;12:33:34;0;;
400;ZUBI000_BRD10016;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD10016;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD10016;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD10016;XDOSEV24;25.12.2017;31.12.9999;;25.12.2017;12:34:49;0;;
400;ZUBI000_BRD10016;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD10016;XDOSGZ;25.12.2017;31.12.9999;;25.12.2017;12:34:53;0;;
400;ZUBI000_BRD10016;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD10016;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD10016;XDOSVI06;25.12.2017;31.12.9999;;25.12.2017;12:35:16;0;;
400;ZUBI000_BRD10016;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD10016;XDOTTN;25.12.2017;31.12.9999;;25.12.2017;12:35:39;0;;
400;ZUBI000_BRD10016;XDOUOA01;30.05.2018;31.12.9999;;30.05.2018;15:38:39;0;;
400;ZUBI000_BRD10016;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD10016;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD10016;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD10016;XDOYNI01;25.12.2017;31.12.9999;;25.12.2017;12:36:07;0;;
400;ZUBI000_BRD10016;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD10017;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD10017;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD10017;XDOAMA09;25.12.2017;31.12.9999;;25.12.2017;12:28:24;0;;
400;ZUBI000_BRD10017;XDOANS03;25.12.2017;31.12.9999;;27.12.2017;18:48:12;0;;
400;ZUBI000_BRD10017;XDOBAB01;25.12.2017;31.12.9999;;25.12.2017;12:28:37;0;;
400;ZUBI000_BRD10017;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_BRD10017;XDOBEN03;25.12.2017;31.12.9999;;25.12.2017;12:28:48;0;;
400;ZUBI000_BRD10017;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD10017;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD10017;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD10017;XDOEIB01;25.12.2017;31.12.9999;;25.12.2017;12:30:04;0;;
400;ZUBI000_BRD10017;XDOGAR04;20.02.2018;31.12.9999;;20.02.2018;14:57:55;0;;
400;ZUBI000_BRD10017;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD10017;XDOKAG07;25.12.2017;31.12.9999;;25.12.2017;12:31:07;0;;
400;ZUBI000_BRD10017;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD10017;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD10017;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD10017;XDOKRV03;25.12.2017;31.12.9999;;27.12.2017;18:48:36;0;;
400;ZUBI000_BRD10017;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD10017;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD10017;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD10017;XDOMOE;25.12.2017;31.12.9999;;25.12.2017;12:33:34;0;;
400;ZUBI000_BRD10017;XDONNA06;25.12.2017;31.12.9999;;27.12.2017;18:48:49;0;;
400;ZUBI000_BRD10017;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD10017;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD10017;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD10017;XDOSEV21;25.12.2017;31.12.9999;;27.12.2017;18:49:02;0;;
400;ZUBI000_BRD10017;XDOSEV24;25.12.2017;31.12.9999;;25.12.2017;12:34:49;0;;
400;ZUBI000_BRD10017;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD10017;XDOSGZ;25.12.2017;31.12.9999;;25.12.2017;12:34:53;0;;
400;ZUBI000_BRD10017;XDOSIG03;25.12.2017;31.12.9999;;27.12.2017;18:49:07;0;;
400;ZUBI000_BRD10017;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD10017;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD10017;XDOTEV05;25.12.2017;31.12.9999;;27.12.2017;18:49:16;0;;
400;ZUBI000_BRD10017;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD10017;XDOUOA01;30.05.2018;31.12.9999;;30.05.2018;15:38:39;0;;
400;ZUBI000_BRD10017;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD10017;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD10017;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD10017;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD10017;XDOZSL02;25.12.2017;31.12.9999;;25.12.2017;12:36:15;0;;
400;ZUBI000_BRD10018;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD10018;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD10018;XDOAMA09;25.12.2017;31.12.9999;;25.12.2017;12:28:24;0;;
400;ZUBI000_BRD10018;XDOANS03;25.12.2017;31.12.9999;;27.12.2017;18:48:12;0;;
400;ZUBI000_BRD10018;XDOBAB01;25.12.2017;31.12.9999;;25.12.2017;12:28:37;0;;
400;ZUBI000_BRD10018;XDOBAS10;15.02.2018;31.12.9999;;15.02.2018;11:38:06;0;;
400;ZUBI000_BRD10018;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_BRD10018;XDOBEN03;25.12.2017;31.12.9999;;25.12.2017;12:28:48;0;;
400;ZUBI000_BRD10018;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD10018;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD10018;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD10018;XDOEIB01;25.12.2017;31.12.9999;;25.12.2017;12:30:04;0;;
400;ZUBI000_BRD10018;XDOGAR04;20.02.2018;31.12.9999;;20.02.2018;14:57:55;0;;
400;ZUBI000_BRD10018;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD10018;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD10018;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD10018;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD10018;XDOKRV03;25.12.2017;31.12.9999;;27.12.2017;18:48:36;0;;
400;ZUBI000_BRD10018;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
