Мандант;Роль;ИмяПользоват;Начальная дата;Конечная дата;Исключая;Дата;Время;Метка UTC-времени в краткой форме (ГГГГМ;Присвоение из орг. менеджмента HR;Присвоение из групповой роли
400;ZUBI000_ARD213;XDOSRV08;25.12.2017;31.12.9999;;25.12.2017;12:35:08;0;;
400;ZUBI000_ARD213;XDOSSA24;25.12.2017;31.12.9999;;25.12.2017;12:35:09;0;;
400;ZUBI000_ARD213;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_ARD213;XDOSSV20;25.12.2017;31.12.9999;;25.12.2017;12:35:12;0;;
400;ZUBI000_ARD213;XDOSSY04;25.12.2017;31.12.9999;;25.12.2017;12:35:13;0;;
400;ZUBI000_ARD213;XDOSVI06;25.12.2017;31.12.9999;;25.12.2017;12:35:16;0;;
400;ZUBI000_ARD213;XDOSYV08;25.12.2017;31.12.9999;;25.12.2017;12:35:26;0;;
400;ZUBI000_ARD213;XDOSYV10;25.12.2017;31.12.9999;;25.12.2017;12:35:27;0;;
400;ZUBI000_ARD213;XDOTEV05;25.12.2017;31.12.9999;;27.12.2017;18:49:16;0;;
400;ZUBI000_ARD213;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_ARD213;XDOTMY01;25.12.2017;31.12.9999;;25.12.2017;12:35:34;0;;
400;ZUBI000_ARD213;XDOTND;25.12.2017;31.12.9999;;25.12.2017;12:35:35;0;;
400;ZUBI000_ARD213;XDOTVA07;30.05.2018;31.12.9999;;30.05.2018;15:38:38;0;;
400;ZUBI000_ARD213;XDOVAA09;30.05.2018;31.12.9999;;30.05.2018;15:38:39;0;;
400;ZUBI000_ARD213;XDOVAI01;25.12.2017;31.12.9999;;25.12.2017;12:35:49;0;;
400;ZUBI000_ARD213;XDOVBA;30.05.2018;31.12.9999;;30.05.2018;15:38:40;0;;
400;ZUBI000_ARD213;XDOVDS02;25.12.2017;31.12.9999;;25.12.2017;12:35:53;0;;
400;ZUBI000_ARD213;XDOVES02;30.05.2018;31.12.9999;;30.05.2018;15:38:42;0;;
400;ZUBI000_ARD213;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_ARD213;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_ARD213;XDOVSA05;25.12.2017;31.12.9999;;25.12.2017;12:36:00;0;;
400;ZUBI000_ARD213;XDOVTS;30.05.2018;31.12.9999;;30.05.2018;15:38:43;0;;
400;ZUBI000_ARD213;XDOVVE02;30.05.2018;31.12.9999;;30.05.2018;15:38:44;0;;
400;ZUBI000_ARD213;XDOVVS02;30.05.2018;31.12.9999;;30.05.2018;15:38:45;0;;
400;ZUBI000_ARD213;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_ARD213;XDOYAS01;25.12.2017;31.12.9999;;25.12.2017;12:36:04;0;;
400;ZUBI000_ARD213;XDOYAV08;30.05.2018;31.12.9999;;30.05.2018;15:38:46;0;;
400;ZUBI000_ARD213;XDOYEI;25.12.2017;31.12.9999;;25.12.2017;12:36:05;0;;
400;ZUBI000_ARD213;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_ARD213;XDOZPV02;30.05.2018;31.12.9999;;30.05.2018;15:38:46;0;;
400;ZUBI000_ARD213;XDOZSV07;25.12.2017;31.12.9999;;25.12.2017;12:36:18;0;;
400;ZUBI000_ARD213;XOAYY;25.12.2017;31.12.9999;;25.12.2017;12:36:19;0;;
400;ZUBI000_ARD213;XOKSS;25.12.2017;31.12.9999;;25.12.2017;12:36:20;0;;
400;ZUBI000_ARD213;XOPUV;25.12.2017;31.12.9999;;25.12.2017;12:36:21;0;;
400;ZUBI000_ARD214;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_ARD214;XDOADL;25.12.2017;31.12.9999;;25.12.2017;12:28:16;0;;
400;ZUBI000_ARD214;XDOAIV05;25.12.2017;31.12.9999;;25.12.2017;12:28:21;0;;
400;ZUBI000_ARD214;XDOAIV09;30.05.2018;31.12.9999;;30.05.2018;15:32:59;0;;
400;ZUBI000_ARD214;XDOANB;25.12.2017;31.12.9999;;25.12.2017;12:28:27;0;;
400;ZUBI000_ARD214;XDOANS03;25.12.2017;31.12.9999;;27.12.2017;18:48:12;0;;
400;ZUBI000_ARD214;XDOANS05;30.05.2018;31.12.9999;;30.05.2018;15:33:02;0;;
400;ZUBI000_ARD214;XDOASV04;25.12.2017;31.12.9999;;25.12.2017;12:28:33;0;;
400;ZUBI000_ARD214;XDOBAS10;15.02.2018;31.12.9999;;15.02.2018;11:38:06;0;;
400;ZUBI000_ARD214;XDOBAV28;25.12.2017;31.12.9999;;25.12.2017;12:28:43;0;;
400;ZUBI000_ARD214;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_ARD214;XDOBEA08;25.12.2017;31.12.9999;;25.12.2017;12:28:46;0;;
400;ZUBI000_ARD214;XDOBEV13;25.12.2017;31.12.9999;;25.12.2017;12:28:50;0;;
400;ZUBI000_ARD214;XDOBEV14;25.12.2017;31.12.9999;;25.12.2017;12:28:51;0;;
400;ZUBI000_ARD214;XDOBKV02;25.12.2017;31.12.9999;;25.12.2017;12:29:04;0;;
400;ZUBI000_ARD214;XDOBMN;25.12.2017;31.12.9999;;25.12.2017;12:29:06;0;;
400;ZUBI000_ARD214;XDOBMN01;30.05.2018;31.12.9999;;30.05.2018;15:33:07;0;;
400;ZUBI000_ARD214;XDOBRI01;30.05.2018;31.12.9999;;30.05.2018;15:33:10;0;;
400;ZUBI000_ARD214;XDOBTA03;25.12.2017;31.12.9999;;25.12.2017;12:29:19;0;;
400;ZUBI000_ARD214;XDOBZG;25.12.2017;31.12.9999;;25.12.2017;12:29:28;0;;
400;ZUBI000_ARD214;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_ARD214;XDOCSY;25.12.2017;31.12.9999;;25.12.2017;12:29:33;0;;
400;ZUBI000_ARD214;XDOCVV03;25.12.2017;31.12.9999;;25.12.2017;12:29:37;0;;
400;ZUBI000_ARD214;XDOCVY;25.12.2017;31.12.9999;;25.12.2017;12:29:39;0;;
400;ZUBI000_ARD214;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_ARD214;XDODAY02;30.05.2018;31.12.9999;;30.05.2018;15:33:14;0;;
400;ZUBI000_ARD214;XDODIB;25.12.2017;31.12.9999;;25.12.2017;12:29:51;0;;
400;ZUBI000_ARD214;XDODLI;25.12.2017;31.12.9999;;25.12.2017;12:29:53;0;;
400;ZUBI000_ARD214;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_ARD214;XDOEAV06;30.05.2018;31.12.9999;;30.05.2018;15:33:15;0;;
400;ZUBI000_ARD214;XDOEIA01;25.12.2017;31.12.9999;;25.12.2017;12:30:03;0;;
400;ZUBI000_ARD214;XDOEKV01;30.05.2018;31.12.9999;;30.05.2018;15:33:18;0;;
400;ZUBI000_ARD214;XDOEVF;25.12.2017;31.12.9999;;25.12.2017;12:30:08;0;;
400;ZUBI000_ARD214;XDOFAY01;30.05.2018;31.12.9999;;30.05.2018;15:33:21;0;;
400;ZUBI000_ARD214;XDOFEA02;25.12.2017;31.12.9999;;25.12.2017;12:30:11;0;;
400;ZUBI000_ARD214;XDOFIA03;30.05.2018;31.12.9999;;30.05.2018;15:33:22;0;;
400;ZUBI000_ARD214;XDOFOV05;25.12.2017;31.12.9999;;25.12.2017;12:30:14;0;;
400;ZUBI000_ARD214;XDOGAR04;20.02.2018;31.12.9999;;20.02.2018;14:57:55;0;;
400;ZUBI000_ARD214;XDOGII02;25.12.2017;31.12.9999;;25.12.2017;12:30:29;0;;
400;ZUBI000_ARD214;XDOGLP02;25.12.2017;31.12.9999;;25.12.2017;12:30:34;0;;
400;ZUBI000_ARD214;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_ARD214;XDOGSE;03.04.2018;31.12.9999;;03.04.2018;16:18:11;0;;
400;ZUBI000_ARD214;XDOGYA03;25.12.2017;31.12.9999;;25.12.2017;12:30:47;0;;
400;ZUBI000_ARD214;XDOIDA;30.05.2018;31.12.9999;;30.05.2018;15:33:24;0;;
400;ZUBI000_ARD214;XDOIEP;25.12.2017;31.12.9999;;25.12.2017;12:30:51;0;;
400;ZUBI000_ARD214;XDOIEV04;25.12.2017;31.12.9999;;25.12.2017;12:30:52;0;;
400;ZUBI000_ARD214;XDOINV03;25.12.2017;31.12.9999;;25.12.2017;12:30:54;0;;
400;ZUBI000_ARD214;XDOITD;30.05.2018;31.12.9999;;30.05.2018;15:33:24;0;;
400;ZUBI000_ARD214;XDOKAA28;25.12.2017;31.12.9999;;25.12.2017;12:31:05;0;;
400;ZUBI000_ARD214;XDOKAA40;30.05.2018;31.12.9999;;30.05.2018;15:33:27;0;;
400;ZUBI000_ARD214;XDOKAB05;25.12.2017;31.12.9999;;25.12.2017;12:31:06;0;;
400;ZUBI000_ARD214;XDOKAG07;25.12.2017;31.12.9999;;25.12.2017;12:31:07;0;;
400;ZUBI000_ARD214;XDOKAY13;30.05.2018;31.12.9999;;30.05.2018;15:38:19;0;;
400;ZUBI000_ARD214;XDOKEI04;25.12.2017;31.12.9999;;25.12.2017;12:31:24;0;;
400;ZUBI000_ARD214;XDOKIL01;25.12.2017;31.12.9999;;25.12.2017;12:31:40;0;;
400;ZUBI000_ARD214;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_ARD214;XDOKLI;25.12.2017;31.12.9999;;25.12.2017;12:31:45;0;;
400;ZUBI000_ARD214;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_ARD214;XDOKMS02;25.12.2017;31.12.9999;;25.12.2017;12:31:56;0;;
400;ZUBI000_ARD214;XDOKMV23;25.12.2017;31.12.9999;;25.12.2017;12:31:57;0;;
400;ZUBI000_ARD214;XDOKMV24;25.12.2017;31.12.9999;;25.12.2017;12:31:58;0;;
400;ZUBI000_ARD214;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_ARD214;XDOKNN08;25.12.2017;31.12.9999;;25.12.2017;12:32:04;0;;
400;ZUBI000_ARD214;XDOKNN09;15.02.2018;31.12.9999;;15.02.2018;11:38:13;0;;
400;ZUBI000_ARD214;XDOKNV22;25.12.2017;31.12.9999;;25.12.2017;12:32:09;0;;
400;ZUBI000_ARD214;XDOKRV03;25.12.2017;31.12.9999;;27.12.2017;18:48:36;0;;
400;ZUBI000_ARD214;XDOKSA15;30.05.2018;31.12.9999;;30.05.2018;15:38:22;0;;
400;ZUBI000_ARD214;XDOKSY03;30.05.2018;31.12.9999;;30.05.2018;15:38:22;0;;
400;ZUBI000_ARD214;XDOKVV15;25.12.2017;31.12.9999;;25.12.2017;12:32:42;0;;
400;ZUBI000_ARD214;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_ARD214;XDOKYV10;25.12.2017;31.12.9999;;25.12.2017;12:32:51;0;;
400;ZUBI000_ARD214;XDOLAS09;25.12.2017;31.12.9999;;25.12.2017;12:32:57;0;;
400;ZUBI000_ARD214;XDOLAV08;30.05.2018;31.12.9999;;30.05.2018;15:38:23;0;;
400;ZUBI000_ARD214;XDOLDS;25.12.2017;31.12.9999;;25.12.2017;12:32:59;0;;
400;ZUBI000_ARD214;XDOLEV11;25.12.2017;31.12.9999;;25.12.2017;12:33:01;0;;
400;ZUBI000_ARD214;XDOLMG;25.12.2017;31.12.9999;;25.12.2017;12:33:09;0;;
400;ZUBI000_ARD214;XDOLNO;30.05.2018;31.12.9999;;30.05.2018;15:38:24;0;;
400;ZUBI000_ARD214;XDOLRA;30.05.2018;31.12.9999;;30.05.2018;15:38:24;0;;
400;ZUBI000_ARD214;XDOLSN01;25.12.2017;31.12.9999;;25.12.2017;12:33:12;0;;
400;ZUBI000_ARD214;XDOLVV06;30.05.2018;31.12.9999;;30.05.2018;15:38:25;0;;
400;ZUBI000_ARD214;XDOMAN02;25.12.2017;31.12.9999;;25.12.2017;12:33:17;0;;
400;ZUBI000_ARD214;XDOMDV07;25.12.2017;31.12.9999;;25.12.2017;12:33:23;0;;
400;ZUBI000_ARD214;XDOMEA14;25.12.2017;31.12.9999;;25.12.2017;12:33:24;0;;
400;ZUBI000_ARD214;XDOMEV16;29.05.2018;31.12.9999;;29.05.2018;14:33:57;0;;
400;ZUBI000_ARD214;XDOMEY03;25.12.2017;31.12.9999;;25.12.2017;12:33:26;0;;
400;ZUBI000_ARD214;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_ARD214;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_ARD214;XDOMIV05;25.12.2017;31.12.9999;;25.12.2017;12:33:28;0;;
400;ZUBI000_ARD214;XDOMOE;30.05.2018;31.12.9999;;30.05.2018;15:38:26;0;;
400;ZUBI000_ARD214;XDOMOV13;29.05.2018;31.12.9999;;29.05.2018;14:33:58;0;;
400;ZUBI000_ARD214;XDOMSA07;25.12.2017;31.12.9999;;25.12.2017;12:33:38;0;;
400;ZUBI000_ARD214;XDOMSN01;25.12.2017;31.12.9999;;25.12.2017;12:33:39;0;;
400;ZUBI000_ARD214;XDOMTA04;25.12.2017;31.12.9999;;25.12.2017;12:33:40;0;;
400;ZUBI000_ARD214;XDOMYN01;25.12.2017;31.12.9999;;25.12.2017;12:33:42;0;;
400;ZUBI000_ARD214;XDOMYV07;25.12.2017;31.12.9999;;25.12.2017;12:33:43;0;;
400;ZUBI000_ARD214;XDOMYV10;15.02.2018;31.12.9999;;15.02.2018;11:38:15;0;;
400;ZUBI000_ARD214;XDONAY03;25.12.2017;31.12.9999;;25.12.2017;12:33:44;0;;
400;ZUBI000_ARD214;XDONDY;25.12.2017;31.12.9999;;25.12.2017;12:33:45;0;;
400;ZUBI000_ARD214;XDONNA06;25.12.2017;31.12.9999;;27.12.2017;18:48:49;0;;
400;ZUBI000_ARD214;XDONVA01;30.05.2018;31.12.9999;;30.05.2018;15:38:27;0;;
400;ZUBI000_ARD214;XDOOAM01;25.12.2017;31.12.9999;;25.12.2017;12:33:52;0;;
400;ZUBI000_ARD214;XDOONY;25.12.2017;31.12.9999;;25.12.2017;12:33:54;0;;
400;ZUBI000_ARD214;XDOPAA14;25.12.2017;31.12.9999;;25.12.2017;12:33:59;0;;
400;ZUBI000_ARD214;XDOPAL02;25.12.2017;31.12.9999;;25.12.2017;12:34:02;0;;
400;ZUBI000_ARD214;XDOPAS09;30.05.2018;31.12.9999;;30.05.2018;15:38:29;0;;
400;ZUBI000_ARD214;XDOPEA17;25.12.2017;31.12.9999;;25.12.2017;12:34:05;0;;
400;ZUBI000_ARD214;XDOPEA18;25.12.2017;31.12.9999;;25.12.2017;12:34:06;0;;
400;ZUBI000_ARD214;XDOPIM04;25.12.2017;31.12.9999;;25.12.2017;12:34:08;0;;
400;ZUBI000_ARD214;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_ARD214;XDOPMM01;30.05.2018;31.12.9999;;30.05.2018;15:38:30;0;;
400;ZUBI000_ARD214;XDOPMV06;25.12.2017;31.12.9999;;25.12.2017;12:34:11;0;;
400;ZUBI000_ARD214;XDOPMZ;25.12.2017;31.12.9999;;25.12.2017;12:34:11;0;;
400;ZUBI000_ARD214;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_ARD214;XDOPSV09;30.05.2018;31.12.9999;;30.05.2018;15:38:31;0;;
400;ZUBI000_ARD214;XDOPYD;20.02.2018;31.12.9999;;20.02.2018;14:57:58;0;;
400;ZUBI000_ARD214;XDORAV17;30.05.2018;31.12.9999;;30.05.2018;15:38:31;0;;
400;ZUBI000_ARD214;XDORDA02;25.12.2017;31.12.9999;;25.12.2017;12:34:21;0;;
400;ZUBI000_ARD214;XDORMM;30.05.2018;31.12.9999;;30.05.2018;15:38:32;0;;
400;ZUBI000_ARD214;XDOSAA62;25.12.2017;31.12.9999;;25.12.2017;12:34:36;0;;
400;ZUBI000_ARD214;XDOSAM06;25.12.2017;31.12.9999;;25.12.2017;12:34:39;0;;
400;ZUBI000_ARD214;XDOSAS21;25.12.2017;31.12.9999;;25.12.2017;12:34:41;0;;
400;ZUBI000_ARD214;XDOSAV47;25.12.2017;31.12.9999;;25.12.2017;12:34:42;0;;
400;ZUBI000_ARD214;XDOSAV73;23.07.2018;31.12.9999;;23.07.2018;12:33:07;0;;
400;ZUBI000_ARD214;XDOSAY10;30.05.2018;31.12.9999;;30.05.2018;15:38:33;0;;
400;ZUBI000_ARD214;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_ARD214;XDOSEA22;25.12.2017;31.12.9999;;25.12.2017;12:34:47;0;;
400;ZUBI000_ARD214;XDOSER01;25.12.2017;31.12.9999;;25.12.2017;12:34:48;0;;
400;ZUBI000_ARD214;XDOSEV21;25.12.2017;31.12.9999;;27.12.2017;18:49:02;0;;
400;ZUBI000_ARD214;XDOSEV24;25.12.2017;31.12.9999;;25.12.2017;12:34:49;0;;
400;ZUBI000_ARD214;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_ARD214;XDOSGS02;25.12.2017;31.12.9999;;25.12.2017;12:34:52;0;;
400;ZUBI000_ARD214;XDOSIG03;25.12.2017;31.12.9999;;27.12.2017;18:49:07;0;;
400;ZUBI000_ARD214;XDOSKV04;25.12.2017;31.12.9999;;25.12.2017;12:34:59;0;;
400;ZUBI000_ARD214;XDOSLA06;25.12.2017;31.12.9999;;25.12.2017;12:34:59;0;;
400;ZUBI000_ARD214;XDOSMS06;25.12.2017;31.12.9999;;25.12.2017;12:35:03;0;;
400;ZUBI000_ARD214;XDOSMV22;30.05.2018;31.12.9999;;30.05.2018;15:38:36;0;;
400;ZUBI000_ARD214;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_ARD214;XDOSRV08;25.12.2017;31.12.9999;;25.12.2017;12:35:08;0;;
400;ZUBI000_ARD214;XDOSSA24;25.12.2017;31.12.9999;;25.12.2017;12:35:09;0;;
400;ZUBI000_ARD214;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_ARD214;XDOSSV20;25.12.2017;31.12.9999;;25.12.2017;12:35:12;0;;
400;ZUBI000_ARD214;XDOSVI06;25.12.2017;31.12.9999;;25.12.2017;12:35:16;0;;
400;ZUBI000_ARD214;XDOSYV08;25.12.2017;31.12.9999;;25.12.2017;12:35:26;0;;
400;ZUBI000_ARD214;XDOSYV10;25.12.2017;31.12.9999;;25.12.2017;12:35:27;0;;
400;ZUBI000_ARD214;XDOTEV05;25.12.2017;31.12.9999;;27.12.2017;18:49:16;0;;
400;ZUBI000_ARD214;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_ARD214;XDOTMY01;25.12.2017;31.12.9999;;25.12.2017;12:35:34;0;;
400;ZUBI000_ARD214;XDOTND;25.12.2017;31.12.9999;;25.12.2017;12:35:35;0;;
400;ZUBI000_ARD214;XDOTVA07;30.05.2018;31.12.9999;;30.05.2018;15:38:38;0;;
400;ZUBI000_ARD214;XDOTVV07;25.12.2017;31.12.9999;;25.12.2017;12:35:44;0;;
400;ZUBI000_ARD214;XDOVAA09;30.05.2018;31.12.9999;;30.05.2018;15:38:39;0;;
400;ZUBI000_ARD214;XDOVAI01;25.12.2017;31.12.9999;;25.12.2017;12:35:49;0;;
400;ZUBI000_ARD214;XDOVBA;30.05.2018;31.12.9999;;30.05.2018;15:38:40;0;;
400;ZUBI000_ARD214;XDOVDS02;25.12.2017;31.12.9999;;25.12.2017;12:35:53;0;;
400;ZUBI000_ARD214;XDOVES02;30.05.2018;31.12.9999;;30.05.2018;15:38:42;0;;
400;ZUBI000_ARD214;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_ARD214;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_ARD214;XDOVSA05;25.12.2017;31.12.9999;;25.12.2017;12:36:00;0;;
400;ZUBI000_ARD214;XDOVTS;30.05.2018;31.12.9999;;30.05.2018;15:38:43;0;;
400;ZUBI000_ARD214;XDOVVE02;30.05.2018;31.12.9999;;30.05.2018;15:38:44;0;;
400;ZUBI000_ARD214;XDOVVS02;30.05.2018;31.12.9999;;30.05.2018;15:38:45;0;;
400;ZUBI000_ARD214;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_ARD214;XDOYAS01;25.12.2017;31.12.9999;;25.12.2017;12:36:04;0;;
400;ZUBI000_ARD214;XDOYAV08;30.05.2018;31.12.9999;;30.05.2018;15:38:46;0;;
400;ZUBI000_ARD214;XDOYEI;25.12.2017;31.12.9999;;25.12.2017;12:36:05;0;;
400;ZUBI000_ARD214;XDOZEM;25.12.2017;31.12.9999;;25.12.2017;12:36:12;0;;
400;ZUBI000_ARD214;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_ARD214;XDOZPV02;30.05.2018;31.12.9999;;30.05.2018;15:38:46;0;;
400;ZUBI000_ARD214;XDOZSV07;25.12.2017;31.12.9999;;25.12.2017;12:36:18;0;;
400;ZUBI000_ARD214;XOAYY;25.12.2017;31.12.9999;;25.12.2017;12:36:19;0;;
400;ZUBI000_ARD214;XOKSS;25.12.2017;31.12.9999;;25.12.2017;12:36:20;0;;
400;ZUBI000_ARD214;XOPUV;25.12.2017;31.12.9999;;25.12.2017;12:36:21;0;;
400;ZUBI000_ARD215;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_ARD215;XDOAAV17;25.12.2017;31.12.9999;;25.12.2017;12:28:14;0;;
400;ZUBI000_ARD215;XDOADL;25.12.2017;31.12.9999;;25.12.2017;12:28:16;0;;
400;ZUBI000_ARD215;XDOAIV05;25.12.2017;31.12.9999;;25.12.2017;12:28:21;0;;
400;ZUBI000_ARD215;XDOAIV09;30.05.2018;31.12.9999;;30.05.2018;15:32:59;0;;
400;ZUBI000_ARD215;XDOANS03;25.12.2017;31.12.9999;;27.12.2017;18:48:12;0;;
400;ZUBI000_ARD215;XDOANS05;30.05.2018;31.12.9999;;30.05.2018;15:33:02;0;;
400;ZUBI000_ARD215;XDOASV04;25.12.2017;31.12.9999;;25.12.2017;12:28:33;0;;
400;ZUBI000_ARD215;XDOBAS10;15.02.2018;31.12.9999;;15.02.2018;11:38:06;0;;
400;ZUBI000_ARD215;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_ARD215;XDOBEA08;25.12.2017;31.12.9999;;25.12.2017;12:28:46;0;;
400;ZUBI000_ARD215;XDOBEV14;25.12.2017;31.12.9999;;25.12.2017;12:28:51;0;;
400;ZUBI000_ARD215;XDOBKV02;25.12.2017;31.12.9999;;25.12.2017;12:29:04;0;;
400;ZUBI000_ARD215;XDOBMN;25.12.2017;31.12.9999;;25.12.2017;12:29:06;0;;
400;ZUBI000_ARD215;XDOBMN01;30.05.2018;31.12.9999;;30.05.2018;15:33:07;0;;
400;ZUBI000_ARD215;XDOBRI01;30.05.2018;31.12.9999;;30.05.2018;15:33:10;0;;
400;ZUBI000_ARD215;XDOBTA03;25.12.2017;31.12.9999;;25.12.2017;12:29:19;0;;
400;ZUBI000_ARD215;XDOBZG;25.12.2017;31.12.9999;;25.12.2017;12:29:28;0;;
400;ZUBI000_ARD215;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_ARD215;XDOCSY;25.12.2017;31.12.9999;;25.12.2017;12:29:33;0;;
400;ZUBI000_ARD215;XDOCVV03;25.12.2017;31.12.9999;;25.12.2017;12:29:37;0;;
400;ZUBI000_ARD215;XDOCVY;25.12.2017;31.12.9999;;25.12.2017;12:29:39;0;;
400;ZUBI000_ARD215;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_ARD215;XDODAY02;30.05.2018;31.12.9999;;30.05.2018;15:33:14;0;;
400;ZUBI000_ARD215;XDODIB;25.12.2017;31.12.9999;;25.12.2017;12:29:51;0;;
400;ZUBI000_ARD215;XDODLI;25.12.2017;31.12.9999;;25.12.2017;12:29:53;0;;
400;ZUBI000_ARD215;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_ARD215;XDOEAV06;30.05.2018;31.12.9999;;30.05.2018;15:33:15;0;;
400;ZUBI000_ARD215;XDOEIA01;25.12.2017;31.12.9999;;25.12.2017;12:30:03;0;;
400;ZUBI000_ARD215;XDOEKV01;30.05.2018;31.12.9999;;30.05.2018;15:33:18;0;;
400;ZUBI000_ARD215;XDOEVF;25.12.2017;31.12.9999;;25.12.2017;12:30:08;0;;
400;ZUBI000_ARD215;XDOFAY01;30.05.2018;31.12.9999;;30.05.2018;15:33:21;0;;
400;ZUBI000_ARD215;XDOFIA03;30.05.2018;31.12.9999;;30.05.2018;15:33:22;0;;
400;ZUBI000_ARD215;XDOFOV05;25.12.2017;31.12.9999;;25.12.2017;12:30:14;0;;
400;ZUBI000_ARD215;XDOGAR04;20.02.2018;31.12.9999;;20.02.2018;14:57:55;0;;
400;ZUBI000_ARD215;XDOGII02;25.12.2017;31.12.9999;;25.12.2017;12:30:29;0;;
400;ZUBI000_ARD215;XDOGLP02;25.12.2017;31.12.9999;;25.12.2017;12:30:34;0;;
400;ZUBI000_ARD215;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_ARD215;XDOGSE;03.04.2018;31.12.9999;;03.04.2018;16:18:11;0;;
400;ZUBI000_ARD215;XDOGVR;25.12.2017;31.12.9999;;25.12.2017;12:30:46;0;;
400;ZUBI000_ARD215;XDOGYA03;25.12.2017;31.12.9999;;25.12.2017;12:30:47;0;;
400;ZUBI000_ARD215;XDOIDA;30.05.2018;31.12.9999;;30.05.2018;15:33:24;0;;
400;ZUBI000_ARD215;XDOIEP;25.12.2017;31.12.9999;;25.12.2017;12:30:51;0;;
400;ZUBI000_ARD215;XDOINV03;25.12.2017;31.12.9999;;25.12.2017;12:30:54;0;;
400;ZUBI000_ARD215;XDOITD;30.05.2018;31.12.9999;;30.05.2018;15:33:24;0;;
400;ZUBI000_ARD215;XDOKAA28;25.12.2017;31.12.9999;;25.12.2017;12:31:05;0;;
400;ZUBI000_ARD215;XDOKAA40;30.05.2018;31.12.9999;;30.05.2018;15:33:27;0;;
400;ZUBI000_ARD215;XDOKAB05;25.12.2017;31.12.9999;;25.12.2017;12:31:06;0;;
400;ZUBI000_ARD215;XDOKAG07;25.12.2017;31.12.9999;;25.12.2017;12:31:07;0;;
400;ZUBI000_ARD215;XDOKAY13;30.05.2018;31.12.9999;;30.05.2018;15:38:19;0;;
400;ZUBI000_ARD215;XDOKEI04;25.12.2017;31.12.9999;;25.12.2017;12:31:24;0;;
400;ZUBI000_ARD215;XDOKIL01;25.12.2017;31.12.9999;;25.12.2017;12:31:40;0;;
400;ZUBI000_ARD215;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
