Статьи доходов и расходов	МВЗ	ЦО3
3201130100	D100650500	D10013
3201130100	D100650600	D10013
3201130100	D100650700	D10013
3201130100	D100650800	D10013
3201130100	D100650900	D10013
3201130100	D100651000	D10013
3201130100	D100651100	D10013
3201130100	D100651200	D10013
3201130100	D100651300	D10013
3201130100	D100651400	D10013
3201130100	D100651500	D10013
3201130100	D100651600	D10013
3201130100	D100651700	D10013
3201130100	D100651800	D10013
3201130100	D100651900	D10013
3201130100	D100652000	D10013
3201130100	D100652100	D10013
3201130100	D100652200	D10013
3201130100	D100611600	D10013
3201130100	D100611700	D10013
3201130100	D100870000	D10013
3201130100	D100871200	D10013
3201140000	D100650000	D10013
3201140000	D100650200	D10013
3201140000	D100650300	D10013
3201140000	D100650400	D10013
3201140000	D100650500	D10013
3201140000	D100650600	D10013
3201140000	D100650700	D10013
3201140000	D100650800	D10013
3201140000	D100650900	D10013
3201140000	D100651000	D10013
3201140000	D100651100	D10013
3201140000	D100651200	D10013
3201140000	D100651300	D10013
3201140000	D100651400	D10013
3201140000	D100651500	D10013
3201140000	D100651600	D10013
3201140000	D100651700	D10013
3201140000	D100651800	D10013
3201140000	D100651900	D10013
3201140000	D100652000	D10013
3201140000	D100652100	D10013
3201140000	D100652200	D10013
3201140000	D100611600	D10013
3201140000	D100611700	D10013
3201140000	D100870000	D10013
3201140000	D100871200	D10013
3201140100	D100650000	D10013
3201140100	D100650200	D10013
3201140100	D100650300	D10013
3201140100	D100650400	D10013
3201140100	D100650500	D10013
3201140100	D100650600	D10013
3201140100	D100650700	D10013
3201140100	D100650800	D10013
3201140100	D100650900	D10013
3201140100	D100651000	D10013
3201140100	D100651100	D10013
3201140100	D100651200	D10013
3201140100	D100651300	D10013
3201140100	D100651400	D10013
3201140100	D100651500	D10013
3201140100	D100651600	D10013
3201140100	D100651700	D10013
3201140100	D100651800	D10013
3201140100	D100651900	D10013
3201140100	D100652000	D10013
3201140100	D100652100	D10013
3201140100	D100652200	D10013
3201140100	D100611600	D10013
3201140100	D100611700	D10013
3201140100	D100870000	D10013
3201140100	D100871200	D10013
3201150000	D100650000	D10013
3201150000	D100650200	D10013
3201150000	D100650300	D10013
3201150000	D100650400	D10013
3201150000	D100650500	D10013
3201150000	D100650600	D10013
3201150000	D100650700	D10013
3201150000	D100650800	D10013
3201150000	D100650900	D10013
3201150000	D100651000	D10013
3201150000	D100651100	D10013
3201150000	D100651200	D10013
3201150000	D100651300	D10013
3201150000	D100651400	D10013
3201150000	D100651500	D10013
3201150000	D100651600	D10013
3201150000	D100651700	D10013
3201150000	D100651800	D10013
3201150000	D100651900	D10013
3201150000	D100652000	D10013
3201150000	D100652100	D10013
3201150000	D100652200	D10013
3201150000	D100611600	D10013
3201150000	D100611700	D10013
3201150000	D100870000	D10013
3201150000	D100871200	D10013
3201150100	D100650000	D10013
3201150100	D100650200	D10013
3201150100	D100650300	D10013
3201150100	D100650400	D10013
3201150100	D100650500	D10013
3201150100	D100650600	D10013
3201150100	D100650700	D10013
3201150100	D100650800	D10013
3201150100	D100650900	D10013
3201150100	D100651000	D10013
3201150100	D100651100	D10013
3201150100	D100651200	D10013
3201150100	D100651300	D10013
3201150100	D100651400	D10013
3201150100	D100651500	D10013
3201150100	D100651600	D10013
3201150100	D100651700	D10013
3201150100	D100651800	D10013
3201150100	D100651900	D10013
3201150100	D100652000	D10013
3201150100	D100652100	D10013
3201150100	D100652200	D10013
3201150100	D100611600	D10013
3201150100	D100611700	D10013
3201150100	D100870000	D10013
3201150100	D100871200	D10013
3201160000	D100650000	D10013
3201160000	D100650200	D10013
3201160000	D100650300	D10013
3201160000	D100650400	D10013
3201160000	D100650500	D10013
3201160000	D100650600	D10013
3201160000	D100650700	D10013
3201160000	D100650800	D10013
3201160000	D100650900	D10013
3201160000	D100651000	D10013
3201160000	D100651100	D10013
3201160000	D100651200	D10013
3201160000	D100651300	D10013
3201160000	D100651400	D10013
3201160000	D100651500	D10013
3201160000	D100651600	D10013
3201160000	D100651700	D10013
3201160000	D100651800	D10013
3201160000	D100651900	D10013
3201160000	D100652000	D10013
3201160000	D100652100	D10013
3201160000	D100652200	D10013
3201160000	D100611600	D10013
3201160000	D100611700	D10013
3201160000	D100870000	D10013
3201160000	D100871200	D10013
3201160100	D100650000	D10013
3201160100	D100650200	D10013
3201160100	D100650300	D10013
3201160100	D100650400	D10013
3201160100	D100650500	D10013
3201160100	D100650600	D10013
3201160100	D100650700	D10013
3201160100	D100650800	D10013
3201160100	D100650900	D10013
3201160100	D100651000	D10013
3201160100	D100651100	D10013
3201160100	D100651200	D10013
3201160100	D100651300	D10013
3201160100	D100651400	D10013
3201160100	D100651500	D10013
3201160100	D100651600	D10013
3201160100	D100651700	D10013
3201160100	D100651800	D10013
3201160100	D100651900	D10013
3201160100	D100652000	D10013
3201160100	D100652100	D10013
3201160100	D100652200	D10013
3201160100	D100611600	D10013
3201160100	D100611700	D10013
3201160100	D100870000	D10013
3201160100	D100871200	D10013
3202010000	D100650000	D10013
3202010000	D100650200	D10013
3202010000	D100650300	D10013
3202010000	D100650400	D10013
3202010000	D100650500	D10013
3202010000	D100650600	D10013
3202010000	D100650700	D10013
3202010000	D100650800	D10013
3202010000	D100650900	D10013
3202010000	D100651000	D10013
3202010000	D100651100	D10013
3202010000	D100651200	D10013
3202010000	D100651300	D10013
3202010000	D100651400	D10013
3202010000	D100651500	D10013
3202010000	D100651600	D10013
3202010000	D100651700	D10013
3202010000	D100651800	D10013
3202010000	D100651900	D10013
3202010000	D100652000	D10013
3202010000	D100652100	D10013
3202010000	D100652200	D10013
3202010000	D100611600	D10013
3202010000	D100611700	D10013
3202010000	D100870000	D10013
3202010000	D100871200	D10013
3202010100	D100650000	D10013
3202010100	D100650200	D10013
3202010100	D100650300	D10013
3202010100	D100650400	D10013
3202010100	D100650500	D10013
3202010100	D100650600	D10013
3202010100	D100650700	D10013
3202010100	D100650800	D10013
3202010100	D100650900	D10013
3202010100	D100651000	D10013
3202010100	D100651100	D10013
3202010100	D100651200	D10013
3202010100	D100651300	D10013
3202010100	D100651400	D10013
3202010100	D100651500	D10013
3202010100	D100651600	D10013
3202010100	D100651700	D10013
3202010100	D100651800	D10013
3202010100	D100651900	D10013
3202010100	D100652000	D10013
3202010100	D100652100	D10013
3202010100	D100652200	D10013
3202010100	D100611600	D10013
3202010100	D100611700	D10013
3202010100	D100870000	D10013
3202010100	D100871200	D10013
3202020000	D100650000	D10013
3202020000	D100650200	D10013
3202020000	D100650300	D10013
3202020000	D100650400	D10013
3202020000	D100650500	D10013
3202020000	D100650600	D10013
3202020000	D100650700	D10013
3202020000	D100650800	D10013
3202020000	D100650900	D10013
3202020000	D100651000	D10013
3202020000	D100651100	D10013
3202020000	D100651200	D10013
3202020000	D100651300	D10013
3202020000	D100651400	D10013
3202020000	D100651500	D10013
3202020000	D100651600	D10013
3202020000	D100651700	D10013
3202020000	D100651800	D10013
3202020000	D100651900	D10013
3202020000	D100652000	D10013
3202020000	D100652100	D10013
3202020000	D100652200	D10013
3202020000	D100611600	D10013
3202020000	D100611700	D10013
3202020000	D100870000	D10013
3202020000	D100871200	D10013
3202020100	D100650000	D10013
3202020100	D100650200	D10013
3202020100	D100650300	D10013
3202020100	D100650400	D10013
3202020100	D100650500	D10013
3202020100	D100650600	D10013
3202020100	D100650700	D10013
3202020100	D100650800	D10013
3202020100	D100650900	D10013
3202020100	D100651000	D10013
3202020100	D100651100	D10013
3202020100	D100651200	D10013
3202020100	D100651300	D10013
3202020100	D100651400	D10013
3202020100	D100651500	D10013
3202020100	D100651600	D10013
3202020100	D100651700	D10013
3202020100	D100651800	D10013
3202020100	D100651900	D10013
3202020100	D100652000	D10013
3202020100	D100652100	D10013
3202020100	D100652200	D10013
3202020100	D100611600	D10013
3202020100	D100611700	D10013
3202020100	D100870000	D10013
3202020100	D100871200	D10013
3301010000	D100650000	D10022
3301010000	D100650200	D10022
3301010000	D100650300	D10022
3301010000	D100650400	D10022
3301010000	D100650500	D10022
3301010000	D100650600	D10022
3301010000	D100650700	D10022
3301010000	D100650800	D10022
3301010000	D100650900	D10022
3301010000	D100651000	D10022
3301010000	D100651100	D10022
3301010000	D100651200	D10022
3301010000	D100651300	D10022
3301010000	D100651400	D10022
3301010000	D100651500	D10022
3301010000	D100651600	D10022
3301010000	D100651700	D10022
3301010000	D100651800	D10022
3301010000	D100651900	D10022
3301010000	D100652000	D10022
3301010000	D100652100	D10022
3301010000	D100652200	D10022
3301010000	D100611600	D10022
3301010000	D100611700	D10022
3301010000	D100870000	D10022
3301010000	D100871200	D10022
3301010100	D100650000	D10022
3301010100	D100650200	D10022
3301010100	D100650300	D10022
3301010100	D100650400	D10022
3301010100	D100650500	D10022
3301010100	D100650600	D10022
3301010100	D100650700	D10022
3301010100	D100650800	D10022
3301010100	D100650900	D10022
3301010100	D100651000	D10022
3301010100	D100651100	D10022
3301010100	D100651200	D10022
3301010100	D100651300	D10022
3301010100	D100651400	D10022
3301010100	D100651500	D10022
3301010100	D100651600	D10022
3301010100	D100651700	D10022
3301010100	D100651800	D10022
3301010100	D100651900	D10022
3301010100	D100652000	D10022
3301010100	D100652100	D10022
3301010100	D100652200	D10022
3301010100	D100611600	D10022
3301010100	D100611700	D10022
3301010100	D100870000	D10022
3301010100	D100871200	D10022
3301020000	D100650000	D10022
3301020000	D100650200	D10022
3301020000	D100650300	D10022
3301020000	D100650400	D10022
3301020000	D100650500	D10022
3301020000	D100650600	D10022
3301020000	D100650700	D10022
3301020000	D100650800	D10022
3301020000	D100650900	D10022
3301020000	D100651000	D10022
3301020000	D100651100	D10022
3301020000	D100651200	D10022
3301020000	D100651300	D10022
3301020000	D100651400	D10022
3301020000	D100651500	D10022
3301020000	D100651600	D10022
3301020000	D100651700	D10022
3301020000	D100651800	D10022
3301020000	D100651900	D10022
3301020000	D100652000	D10022
3301020000	D100652100	D10022
3301020000	D100652200	D10022
3301020000	D100611600	D10022
3301020000	D100611700	D10022
3301020000	D100870000	D10022
3301020000	D100871200	D10022
3301020100	D100650000	D10022
3301020100	D100650200	D10022
3301020100	D100650300	D10022
3301020100	D100650400	D10022
3301020100	D100650500	D10022
3301020100	D100650600	D10022
3301020100	D100650700	D10022
3301020100	D100650800	D10022
3301020100	D100650900	D10022
3301020100	D100651000	D10022
3301020100	D100651100	D10022
3301020100	D100651200	D10022
3301020100	D100651300	D10022
3301020100	D100651400	D10022
3301020100	D100651500	D10022
3301020100	D100651600	D10022
3301020100	D100651700	D10022
3301020100	D100651800	D10022
3301020100	D100651900	D10022
3301020100	D100652000	D10022
3301020100	D100652100	D10022
3301020100	D100652200	D10022
3301020100	D100611600	D10022
3301020100	D100611700	D10022
3301020100	D100870000	D10022
3301020100	D100871200	D10022
3301030000	D100650000	D10022
3301030000	D100650200	D10022
3301030000	D100650300	D10022
3301030000	D100650400	D10022
3301030000	D100650500	D10022
3301030000	D100650600	D10022
3301030000	D100650700	D10022
3301030000	D100650800	D10022
3301030000	D100650900	D10022
3301030000	D100651000	D10022
3301030000	D100651100	D10022
3301030000	D100651200	D10022
3301030000	D100651300	D10022
3301030000	D100651400	D10022
3301030000	D100651500	D10022
3301030000	D100651600	D10022
3301030000	D100651700	D10022
3301030000	D100651800	D10022
3301030000	D100651900	D10022
3301030000	D100652000	D10022
3301030000	D100652100	D10022
3301030000	D100652200	D10022
3301030000	D100611600	D10022
3301030000	D100611700	D10022
3301030000	D100870000	D10022
3301030000	D100871200	D10022
3301030100	D100650000	D10022
3301030100	D100650200	D10022
3301030100	D100650300	D10022
3301030100	D100650400	D10022
3301030100	D100650500	D10022
3301030100	D100650600	D10022
3301030100	D100650700	D10022
3301030100	D100650800	D10022
3301030100	D100650900	D10022
3301030100	D100651000	D10022
3301030100	D100651100	D10022
3301030100	D100651200	D10022
3301030100	D100651300	D10022
3301030100	D100651400	D10022
3301030100	D100651500	D10022
3301030100	D100651600	D10022
3301030100	D100651700	D10022
3301030100	D100651800	D10022
3301030100	D100651900	D10022
3301030100	D100652000	D10022
3301030100	D100652100	D10022
3301030100	D100652200	D10022
3301030100	D100611600	D10022
3301030100	D100611700	D10022
3301030100	D100870000	D10022
3301030100	D100871200	D10022
3301040000	D100650000	D10022
3301040000	D100650200	D10022
3301040000	D100650300	D10022
3301040000	D100650400	D10022
3301040000	D100650500	D10022
3301040000	D100650600	D10022
3301040000	D100650700	D10022
3301040000	D100650800	D10022
3301040000	D100650900	D10022
3301040000	D100651000	D10022
3301040000	D100651100	D10022
3301040000	D100651200	D10022
3301040000	D100651300	D10022
3301040000	D100651400	D10022
3301040000	D100651500	D10022
3301040000	D100651600	D10022
3301040000	D100651700	D10022
3301040000	D100651800	D10022
3301040000	D100651900	D10022
3301040000	D100652000	D10022
3301040000	D100652100	D10022
3301040000	D100652200	D10022
3301040000	D100611600	D10022
3301040000	D100611700	D10022
3301040000	D100870000	D10022
3301040000	D100871200	D10022
3301040100	D100650000	D10022
3301040100	D100650200	D10022
3301040100	D100650300	D10022
3301040100	D100650400	D10022
3301040100	D100650500	D10022
3301040100	D100650600	D10022
3301040100	D100650700	D10022
3301040100	D100650800	D10022
3301040100	D100650900	D10022
3301040100	D100651000	D10022
3301040100	D100651100	D10022
3301040100	D100651200	D10022
3301040100	D100651300	D10022
3301040100	D100651400	D10022
3301040100	D100651500	D10022
3301040100	D100651600	D10022
3301040100	D100651700	D10022
3301040100	D100651800	D10022
3301040100	D100651900	D10022
3301040100	D100652000	D10022
3301040100	D100652100	D10022
3301040100	D100652200	D10022
3301040100	D100611600	D10022
3301040100	D100611700	D10022
3301040100	D100870000	D10022
3301040100	D100871200	D10022
3301050000	D100650000	D10022
3301050000	D100650200	D10022
3301050000	D100650300	D10022
3301050000	D100650400	D10022
3301050000	D100650500	D10022
3301050000	D100650600	D10022
3301050000	D100650700	D10022
3301050000	D100650800	D10022
3301050000	D100650900	D10022
3301050000	D100651000	D10022
3301050000	D100651100	D10022
3301050000	D100651200	D10022
3301050000	D100651300	D10022
3301050000	D100651400	D10022
3301050000	D100651500	D10022
3301050000	D100651600	D10022
3301050000	D100651700	D10022
3301050000	D100651800	D10022
3301050000	D100651900	D10022
3301050000	D100652000	D10022
3301050000	D100652100	D10022
3301050000	D100652200	D10022
3301050000	D100611600	D10022
3301050000	D100611700	D10022
3301050000	D100870000	D10022
3301050000	D100871200	D10022
3301050100	D100650000	D10022
3301050100	D100650200	D10022
3301050100	D100650300	D10022
3301050100	D100650400	D10022
3301050100	D100650500	D10022
3301050100	D100650600	D10022
3301050100	D100650700	D10022
3301050100	D100650800	D10022
3301050100	D100650900	D10022
3301050100	D100651000	D10022
3301050100	D100651100	D10022
3301050100	D100651200	D10022
3301050100	D100651300	D10022
3301050100	D100651400	D10022
3301050100	D100651500	D10022
3301050100	D100651600	D10022
3301050100	D100651700	D10022
3301050100	D100651800	D10022
3301050100	D100651900	D10022
3301050100	D100652000	D10022
3301050100	D100652100	D10022
3301050100	D100652200	D10022
3301050100	D100611600	D10022
3301050100	D100611700	D10022
3301050100	D100870000	D10022
3301050100	D100871200	D10022
3301060000	D100650000	D10022
3301060000	D100650200	D10022
3301060000	D100650300	D10022
3301060000	D100650400	D10022
3301060000	D100650500	D10022
3301060000	D100650600	D10022
3301060000	D100650700	D10022
3301060000	D100650800	D10022
3301060000	D100650900	D10022
3301060000	D100651000	D10022
3301060000	D100651100	D10022
3301060000	D100651200	D10022
3301060000	D100651300	D10022
3301060000	D100651400	D10022
3301060000	D100651500	D10022
3301060000	D100651600	D10022
3301060000	D100651700	D10022
3301060000	D100651800	D10022
3301060000	D100651900	D10022
3301060000	D100652000	D10022
3301060000	D100652100	D10022
3301060000	D100652200	D10022
3301060000	D100611600	D10022
3301060000	D100611700	D10022
3301060000	D100870000	D10022
3301060000	D100871200	D10022
3301060100	D100650000	D10022
3301060100	D100650200	D10022
3301060100	D100650300	D10022
3301060100	D100650400	D10022
3301060100	D100650500	D10022
3301060100	D100650600	D10022
3301060100	D100650700	D10022
3301060100	D100650800	D10022
3301060100	D100650900	D10022
3301060100	D100651000	D10022
3301060100	D100651100	D10022
3301060100	D100651200	D10022
3301060100	D100651300	D10022
3301060100	D100651400	D10022
3301060100	D100651500	D10022
3301060100	D100651600	D10022
3301060100	D100651700	D10022
3301060100	D100651800	D10022
3301060100	D100651900	D10022
3301060100	D100652000	D10022
3301060100	D100652100	D10022
3301060100	D100652200	D10022
3301060100	D100611600	D10022
3301060100	D100611700	D10022
3301060100	D100870000	D10022
3301060100	D100871200	D10022
3301070000	D100650000	D10022
3301070000	D100650200	D10022
3301070000	D100650300	D10022
3301070000	D100650400	D10022
3301070000	D100650500	D10022
3301070000	D100650600	D10022
3301070000	D100650700	D10022
3301070000	D100650800	D10022
3301070000	D100650900	D10022
3301070000	D100651000	D10022
3301070000	D100651100	D10022
3301070000	D100651200	D10022
3301070000	D100651300	D10022
3301070000	D100651400	D10022
3301070000	D100651500	D10022
3301070000	D100651600	D10022
3301070000	D100651700	D10022
3301070000	D100651800	D10022
3301070000	D100651900	D10022
3301070000	D100652000	D10022
3301070000	D100652100	D10022
3301070000	D100652200	D10022
3301070000	D100611600	D10022
3301070000	D100611700	D10022
3301070000	D100870000	D10022
3301070000	D100871200	D10022
3301070100	D100650000	D10022
3301070100	D100650200	D10022
3301070100	D100650300	D10022
3301070100	D100650400	D10022
3301070100	D100650500	D10022
3301070100	D100650600	D10022
3301070100	D100650700	D10022
3301070100	D100650800	D10022
3301070100	D100650900	D10022
3301070100	D100651000	D10022
3301070100	D100651100	D10022
3301070100	D100651200	D10022
3301070100	D100651300	D10022
3301070100	D100651400	D10022
3301070100	D100651500	D10022
3301070100	D100651600	D10022
3301070100	D100651700	D10022
3301070100	D100651800	D10022
3301070100	D100651900	D10022
3301070100	D100652000	D10022
3301070100	D100652100	D10022
3301070100	D100652200	D10022
3301070100	D100611600	D10022
3301070100	D100611700	D10022
3301070100	D100870000	D10022
3301070100	D100871200	D10022
3301080000	D100650000	D10022
3301080000	D100650200	D10022
3301080000	D100650300	D10022
3301080000	D100650400	D10022
3301080000	D100650500	D10022
3301080000	D100650600	D10022
3301080000	D100650700	D10022
3301080000	D100650800	D10022
3301080000	D100650900	D10022
3301080000	D100651000	D10022
3301080000	D100651100	D10022
3301080000	D100651200	D10022
3301080000	D100651300	D10022
3301080000	D100651400	D10022
3301080000	D100651500	D10022
3301080000	D100651600	D10022
3301080000	D100651700	D10022
3301080000	D100651800	D10022
3301080000	D100651900	D10022
3301080000	D100652000	D10022
3301080000	D100652100	D10022
3301080000	D100652200	D10022
3301080000	D100611600	D10022
3301080000	D100611700	D10022
3301080000	D100870000	D10022
3301080000	D100871200	D10022
3301080100	D100650000	D10022
3301080100	D100650200	D10022
3301080100	D100650300	D10022
3301080100	D100650400	D10022
3301080100	D100650500	D10022
3301080100	D100650600	D10022
3301080100	D100650700	D10022
3301080100	D100650800	D10022
3301080100	D100650900	D10022
3301080100	D100651000	D10022
3301080100	D100651100	D10022
3301080100	D100651200	D10022
3301080100	D100651300	D10022
3301080100	D100651400	D10022
3301080100	D100651500	D10022
3301080100	D100651600	D10022
3301080100	D100651700	D10022
3301080100	D100651800	D10022
3301080100	D100651900	D10022
3301080100	D100652000	D10022
3301080100	D100652100	D10022
3301080100	D100652200	D10022
3301080100	D100611600	D10022
3301080100	D100611700	D10022
3301080100	D100870000	D10022
3301080100	D100871200	D10022
3303010000	D100650000	D10022
3303010000	D100650200	D10022
3303010000	D100650300	D10022
3303010000	D100650400	D10022
3303010000	D100650500	D10022
3303010000	D100650600	D10022
3303010000	D100650700	D10022
3303010000	D100650800	D10022
3303010000	D100650900	D10022
3303010000	D100651000	D10022
3303010000	D100651100	D10022
3303010000	D100651200	D10022
3303010000	D100651300	D10022
3303010000	D100651400	D10022
3303010000	D100651500	D10022
3303010000	D100651600	D10022
3303010000	D100651700	D10022
3303010000	D100651800	D10022
3303010000	D100651900	D10022
3303010000	D100652000	D10022
3303010000	D100652100	D10022
3303010000	D100652200	D10022
3303010000	D100611600	D10022
3303010000	D100611700	D10022
3303010000	D100870000	D10022
3303010000	D100871200	D10022
3303010100	D100650000	D10022
3303010100	D100650200	D10022
3303010100	D100650300	D10022
3303010100	D100650400	D10022
3303010100	D100650500	D10022
3303010100	D100650600	D10022
3303010100	D100650700	D10022
3303010100	D100650800	D10022
3303010100	D100650900	D10022
3303010100	D100651000	D10022
3303010100	D100651100	D10022
3303010100	D100651200	D10022
3303010100	D100651300	D10022
3303010100	D100651400	D10022
3303010100	D100651500	D10022
3303010100	D100651600	D10022
3303010100	D100651700	D10022
3303010100	D100651800	D10022
3303010100	D100651900	D10022
3303010100	D100652000	D10022
3303010100	D100652100	D10022
3303010100	D100652200	D10022
3303010100	D100611600	D10022
3303010100	D100611700	D10022
3303010100	D100870000	D10022
3303010100	D100871200	D10022
3401010000	D100650000	D10024
3401010000	D100650200	D10024
3401010000	D100650300	D10024
3401010000	D100650400	D10024
3401010000	D100650500	D10024
3401010000	D100650600	D10024
3401010000	D100650700	D10024
3401010000	D100650800	D10024
3401010000	D100650900	D10024
3401010000	D100651000	D10024
3401010000	D100651100	D10024
3401010000	D100651200	D10024
3401010000	D100651300	D10024
3401010000	D100651400	D10024
3401010000	D100651500	D10024
3401010000	D100651600	D10024
3401010000	D100651700	D10024
3401010000	D100651800	D10024
3401010000	D100651900	D10024
3401010000	D100652000	D10024
3401010000	D100652100	D10024
3401010000	D100652200	D10024
3401010000	D100611600	D10024
3401010000	D100611700	D10024
3401010000	D100870000	D10024
3401010000	D100871200	D10024
3401011000	D100650000	D10024
3401011000	D100650200	D10024
3401011000	D100650300	D10024
3401011000	D100650400	D10024
3401011000	D100650500	D10024
3401011000	D100650600	D10024
3401011000	D100650700	D10024
3401011000	D100650800	D10024
3401011000	D100650900	D10024
3401011000	D100651000	D10024
3401011000	D100651100	D10024
3401011000	D100651200	D10024
3401011000	D100651300	D10024
3401011000	D100651400	D10024
3401011000	D100651500	D10024
3401011000	D100651600	D10024
3401011000	D100651700	D10024
3401011000	D100651800	D10024
3401011000	D100651900	D10024
3401011000	D100652000	D10024
3401011000	D100652100	D10024
3401011000	D100652200	D10024
3401011000	D100611600	D10024
3401011000	D100611700	D10024
3401011000	D100870000	D10024
3401011000	D100871200	D10024
3401020000	D100650000	D10024
3401020000	D100650200	D10024
3401020000	D100650300	D10024
3401020000	D100650400	D10024
3401020000	D100650500	D10024
3401020000	D100650600	D10024
3401020000	D100650700	D10024
3401020000	D100650800	D10024
3401020000	D100650900	D10024
3401020000	D100651000	D10024
3401020000	D100651100	D10024
3401020000	D100651200	D10024
3401020000	D100651300	D10024
3401020000	D100651400	D10024
3401020000	D100651500	D10024
3401020000	D100651600	D10024
3401020000	D100651700	D10024
3401020000	D100651800	D10024
3401020000	D100651900	D10024
3401020000	D100652000	D10024
3401020000	D100652100	D10024
3401020000	D100652200	D10024
3401020000	D100611600	D10024
3401020000	D100611700	D10024
3401020000	D100870000	D10024
3401020000	D100871200	D10024
3401030000	D100650000	D10024
3401030000	D100650200	D10024
3401030000	D100650300	D10024
3401030000	D100650400	D10024
3401030000	D100650500	D10024
3401030000	D100650600	D10024
3401030000	D100650700	D10024
3401030000	D100650800	D10024
3401030000	D100650900	D10024
3401030000	D100651000	D10024
3401030000	D100651100	D10024
3401030000	D100651200	D10024
3401030000	D100651300	D10024
3401030000	D100651400	D10024
3401030000	D100651500	D10024
3401030000	D100651600	D10024
3401030000	D100651700	D10024
3401030000	D100651800	D10024
3401030000	D100651900	D10024
3401030000	D100652000	D10024
3401030000	D100652100	D10024
3401030000	D100652200	D10024
3401030000	D100611600	D10024
3401030000	D100611700	D10024
3401030000	D100870000	D10024
3401030000	D100871200	D10024
3401040000	D100650000	D10024
3401040000	D100650200	D10024
3401040000	D100650300	D10024
3401040000	D100650400	D10024
3401040000	D100650500	D10024
3401040000	D100650600	D10024
3401040000	D100650700	D10024
3401040000	D100650800	D10024
3401040000	D100650900	D10024
3401040000	D100651000	D10024
3401040000	D100651100	D10024
3401040000	D100651200	D10024
3401040000	D100651300	D10024
3401040000	D100651400	D10024
3401040000	D100651500	D10024
3401040000	D100651600	D10024
3401040000	D100651700	D10024
3401040000	D100651800	D10024
3401040000	D100651900	D10024
3401040000	D100652000	D10024
3401040000	D100652100	D10024
3401040000	D100652200	D10024
3401040000	D100611600	D10024
3401040000	D100611700	D10024
3401040000	D100870000	D10024
3401040000	D100871200	D10024
3401050000	D100650000	D10024
3401050000	D100650200	D10024
3401050000	D100650300	D10024
3401050000	D100650400	D10024
3401050000	D100650500	D10024
3401050000	D100650600	D10024
3401050000	D100650700	D10024
3401050000	D100650800	D10024
3401050000	D100650900	D10024
3401050000	D100651000	D10024
3401050000	D100651100	D10024
3401050000	D100651200	D10024
3401050000	D100651300	D10024
3401050000	D100651400	D10024
3401050000	D100651500	D10024
3401050000	D100651600	D10024
3401050000	D100651700	D10024
3401050000	D100651800	D10024
3401050000	D100651900	D10024
3401050000	D100652000	D10024
3401050000	D100652100	D10024
3401050000	D100652200	D10024
3401050000	D100611600	D10024
3401050000	D100611700	D10024
3401050000	D100870000	D10024
3401050000	D100871200	D10024
3401060000	D100650000	D10024
3401060000	D100650200	D10024
3401060000	D100650300	D10024
3401060000	D100650400	D10024
3401060000	D100650500	D10024
3401060000	D100650600	D10024
3401060000	D100650700	D10024
3401060000	D100650800	D10024
3401060000	D100650900	D10024
3401060000	D100651000	D10024
3401060000	D100651100	D10024
3401060000	D100651200	D10024
3401060000	D100651300	D10024
3401060000	D100651400	D10024
3401060000	D100651500	D10024
3401060000	D100651600	D10024
3401060000	D100651700	D10024
3401060000	D100651800	D10024
3401060000	D100651900	D10024
3401060000	D100652000	D10024
3401060000	D100652100	D10024
3401060000	D100652200	D10024
3401060000	D100611600	D10024
3401060000	D100611700	D10024
3401060000	D100870000	D10024
3401060000	D100871200	D10024
3401700000	D100650000	D10024
3401700000	D100650200	D10024
3401700000	D100650300	D10024
3401700000	D100650400	D10024
3401700000	D100650500	D10024
3401700000	D100650600	D10024
3401700000	D100650700	D10024
3401700000	D100650800	D10024
3401700000	D100650900	D10024
3401700000	D100651000	D10024
3401700000	D100651100	D10024
3401700000	D100651200	D10024
3401700000	D100651300	D10024
3401700000	D100651400	D10024
3401700000	D100651500	D10024
3401700000	D100651600	D10024
3401700000	D100651700	D10024
3401700000	D100651800	D10024
3401700000	D100651900	D10024
3401700000	D100652000	D10024
3401700000	D100652100	D10024
3401700000	D100652200	D10024
3401700000	D100611600	D10024
3401700000	D100611700	D10024
3401700000	D100870000	D10024
3401700000	D100871200	D10024
3402010000	D100650000	D10024
3402010000	D100650200	D10024
3402010000	D100650300	D10024
3402010000	D100650400	D10024
3402010000	D100650500	D10024
3402010000	D100650600	D10024
3402010000	D100650700	D10024
3402010000	D100650800	D10024
3402010000	D100650900	D10024
3402010000	D100651000	D10024
3402010000	D100651100	D10024
3402010000	D100651200	D10024
3402010000	D100651300	D10024
3402010000	D100651400	D10024
3402010000	D100651500	D10024
3402010000	D100651600	D10024
3402010000	D100651700	D10024
3402010000	D100651800	D10024
3402010000	D100651900	D10024
3402010000	D100652000	D10024
3402010000	D100652100	D10024
3402010000	D100652200	D10024
3402010000	D100611600	D10024
3402010000	D100611700	D10024
3402010000	D100870000	D10024
3402010000	D100871200	D10024
3402020000	D100650000	D10024
3402020000	D100650200	D10024
3402020000	D100650300	D10024
3402020000	D100650400	D10024
3402020000	D100650500	D10024
3402020000	D100650600	D10024
3402020000	D100650700	D10024
3402020000	D100650800	D10024
3402020000	D100650900	D10024
3402020000	D100651000	D10024
3402020000	D100651100	D10024
3402020000	D100651200	D10024
3402020000	D100651300	D10024
3402020000	D100651400	D10024
