Статьи доходов и расходов	МВЗ	ЦО3
3402020000	D100651500	D10024
3402020000	D100651600	D10024
3402020000	D100651700	D10024
3402020000	D100651800	D10024
3402020000	D100651900	D10024
3402020000	D100652000	D10024
3402020000	D100652100	D10024
3402020000	D100652200	D10024
3402020000	D100611600	D10024
3402020000	D100611700	D10024
3402020000	D100870000	D10024
3402020000	D100871200	D10024
3403000000	D100650000	D10006
3403000000	D100650200	D10006
3403000000	D100650300	D10006
3403000000	D100650400	D10006
3403000000	D100650500	D10006
3403000000	D100650600	D10006
3403000000	D100650700	D10006
3403000000	D100650800	D10006
3403000000	D100650900	D10006
3403000000	D100651000	D10006
3403000000	D100651100	D10006
3403000000	D100651200	D10006
3403000000	D100651300	D10006
3403000000	D100651400	D10006
3403000000	D100651500	D10006
3403000000	D100651600	D10006
3403000000	D100651700	D10006
3403000000	D100651800	D10006
3403000000	D100651900	D10006
3403000000	D100652000	D10006
3403000000	D100652100	D10006
3403000000	D100652200	D10006
3403000000	D100611600	D10006
3403000000	D100611700	D10006
3403000000	D100870000	D10006
3403000000	D100871200	D10006
3501010000	D100650000	D10006
3501010000	D100650200	D10006
3501010000	D100650300	D10006
3501010000	D100650400	D10006
3501010000	D100650500	D10006
3501010000	D100650600	D10006
3501010000	D100650700	D10006
3501010000	D100650800	D10006
3501010000	D100650900	D10006
3501010000	D100651000	D10006
3501010000	D100651100	D10006
3501010000	D100651200	D10006
3501010000	D100651300	D10006
3501010000	D100651400	D10006
3501010000	D100651500	D10006
3501010000	D100651600	D10006
3501010000	D100651700	D10006
3501010000	D100651800	D10006
3501010000	D100651900	D10006
3501010000	D100652000	D10006
3501010000	D100652100	D10006
3501010000	D100652200	D10006
3501010000	D100611600	D10006
3501010000	D100611700	D10006
3501010000	D100870000	D10006
3501010000	D100871200	D10006
3501020000	D100650000	D10006
3501020000	D100650200	D10006
3501020000	D100650300	D10006
3501020000	D100650400	D10006
3501020000	D100650500	D10006
3501020000	D100650600	D10006
3501020000	D100650700	D10006
3501020000	D100650800	D10006
3501020000	D100650900	D10006
3501020000	D100651000	D10006
3501020000	D100651100	D10006
3501020000	D100651200	D10006
3501020000	D100651300	D10006
3501020000	D100651400	D10006
3501020000	D100651500	D10006
3501020000	D100651600	D10006
3501020000	D100651700	D10006
3501020000	D100651800	D10006
3501020000	D100651900	D10006
3501020000	D100652000	D10006
3501020000	D100652100	D10006
3501020000	D100652200	D10006
3501020000	D100611600	D10006
3501020000	D100611700	D10006
3501020000	D100870000	D10006
3501020000	D100871200	D10006
3501040000	D100650000	D10006
3501040000	D100650200	D10006
3501040000	D100650300	D10006
3501040000	D100650400	D10006
3501040000	D100650500	D10006
3501040000	D100650600	D10006
3501040000	D100650700	D10006
3501040000	D100650800	D10006
3501040000	D100650900	D10006
3501040000	D100651000	D10006
3501040000	D100651100	D10006
3501040000	D100651200	D10006
3501040000	D100651300	D10006
3501040000	D100651400	D10006
3501040000	D100651500	D10006
3501040000	D100651600	D10006
3501040000	D100651700	D10006
3501040000	D100651800	D10006
3501040000	D100651900	D10006
3501040000	D100652000	D10006
3501040000	D100652100	D10006
3501040000	D100652200	D10006
3501040000	D100611600	D10006
3501040000	D100611700	D10006
3501040000	D100870000	D10006
3501040000	D100871200	D10006
3502020000	D100650000	D10009
3502020000	D100650200	D10009
3502020000	D100650300	D10009
3502020000	D100650400	D10009
3502020000	D100650500	D10009
3502020000	D100650600	D10009
3502020000	D100650700	D10009
3502020000	D100650800	D10009
3502020000	D100650900	D10009
3502020000	D100651000	D10009
3502020000	D100651100	D10009
3502020000	D100651200	D10009
3502020000	D100651300	D10009
3502020000	D100651400	D10009
3502020000	D100651500	D10009
3502020000	D100651600	D10009
3502020000	D100651700	D10009
3502020000	D100651800	D10009
3502020000	D100651900	D10009
3502020000	D100652000	D10009
3502020000	D100652100	D10009
3502020000	D100652200	D10009
3502020000	D100611600	D10009
3502020000	D100611700	D10009
3502020000	D100870000	D10009
3502020000	D100871200	D10009
3502040000	D100650000	D10007
3502040000	D100650200	D10007
3502040000	D100650300	D10007
3502040000	D100650400	D10007
3502040000	D100650500	D10007
3502040000	D100650600	D10007
3502040000	D100650700	D10007
3502040000	D100650800	D10007
3502040000	D100650900	D10007
3502040000	D100651000	D10007
3502040000	D100651100	D10007
3502040000	D100651200	D10007
3502040000	D100651300	D10007
3502040000	D100651400	D10007
3502040000	D100651500	D10007
3502040000	D100651600	D10007
3502040000	D100651700	D10007
3502040000	D100651800	D10007
3502040000	D100651900	D10007
3502040000	D100652000	D10007
3502040000	D100652100	D10007
3502040000	D100652200	D10007
3502040000	D100611600	D10007
3502040000	D100611700	D10007
3502040000	D100870000	D10007
3502040000	D100871200	D10007
3503020000	D100650000	D10007
3503020000	D100650200	D10007
3503020000	D100650300	D10007
3503020000	D100650400	D10007
3503020000	D100650500	D10007
3503020000	D100650600	D10007
3503020000	D100650700	D10007
3503020000	D100650800	D10007
3503020000	D100650900	D10007
3503020000	D100651000	D10007
3503020000	D100651100	D10007
3503020000	D100651200	D10007
3503020000	D100651300	D10007
3503020000	D100651400	D10007
3503020000	D100651500	D10007
3503020000	D100651600	D10007
3503020000	D100651700	D10007
3503020000	D100651800	D10007
3503020000	D100651900	D10007
3503020000	D100652000	D10007
3503020000	D100652100	D10007
3503020000	D100652200	D10007
3503020000	D100611600	D10007
3503020000	D100611700	D10007
3503020000	D100870000	D10007
3503020000	D100871200	D10007
3503060000	D100650000	D10008
3503060000	D100650200	D10008
3503060000	D100650300	D10008
3503060000	D100650400	D10008
3503060000	D100650500	D10008
3503060000	D100650600	D10008
3503060000	D100650700	D10008
3503060000	D100650800	D10008
3503060000	D100650900	D10008
3503060000	D100651000	D10008
3503060000	D100651100	D10008
3503060000	D100651200	D10008
3503060000	D100651300	D10008
3503060000	D100651400	D10008
3503060000	D100651500	D10008
3503060000	D100651600	D10008
3503060000	D100651700	D10008
3503060000	D100651800	D10008
3503060000	D100651900	D10008
3503060000	D100652000	D10008
3503060000	D100652100	D10008
3503060000	D100652200	D10008
3503060000	D100611600	D10008
3503060000	D100611700	D10008
3503060000	D100870000	D10008
3503060000	D100871200	D10008
3503070000	D100650000	D10007
3503070000	D100650200	D10007
3503070000	D100650300	D10007
3503070000	D100650400	D10007
3503070000	D100650500	D10007
3503070000	D100650600	D10007
3503070000	D100650700	D10007
3503070000	D100650800	D10007
3503070000	D100650900	D10007
3503070000	D100651000	D10007
3503070000	D100651100	D10007
3503070000	D100651200	D10007
3503070000	D100651300	D10007
3503070000	D100651400	D10007
3503070000	D100651500	D10007
3503070000	D100651600	D10007
3503070000	D100651700	D10007
3503070000	D100651800	D10007
3503070000	D100651900	D10007
3503070000	D100652000	D10007
3503070000	D100652100	D10007
3503070000	D100652200	D10007
3503070000	D100611600	D10007
3503070000	D100611700	D10007
3503070000	D100870000	D10007
3503070000	D100871200	D10007
3503080000	D100650000	D10017
3503080000	D100650200	D10017
3503080000	D100650300	D10017
3503080000	D100650400	D10017
3503080000	D100650500	D10017
3503080000	D100650600	D10017
3503080000	D100650700	D10017
3503080000	D100650800	D10017
3503080000	D100650900	D10017
3503080000	D100651000	D10017
3503080000	D100651100	D10017
3503080000	D100651200	D10017
3503080000	D100651300	D10017
3503080000	D100651400	D10017
3503080000	D100651500	D10017
3503080000	D100651600	D10017
3503080000	D100651700	D10017
3503080000	D100651800	D10017
3503080000	D100651900	D10017
3503080000	D100652000	D10017
3503080000	D100652100	D10017
3503080000	D100652200	D10017
3503080000	D100611600	D10017
3503080000	D100611700	D10017
3503080000	D100870000	D10017
3503080000	D100871200	D10017
3503110000	D100650000	D10017
3503110000	D100650200	D10017
3503110000	D100650300	D10017
3503110000	D100650400	D10017
3503110000	D100650500	D10017
3503110000	D100650600	D10017
3503110000	D100650700	D10017
3503110000	D100650800	D10017
3503110000	D100650900	D10017
3503110000	D100651000	D10017
3503110000	D100651100	D10017
3503110000	D100651200	D10017
3503110000	D100651300	D10017
3503110000	D100651400	D10017
3503110000	D100651500	D10017
3503110000	D100651600	D10017
3503110000	D100651700	D10017
3503110000	D100651800	D10017
3503110000	D100651900	D10017
3503110000	D100652000	D10017
3503110000	D100652100	D10017
3503110000	D100652200	D10017
3503110000	D100611600	D10017
3503110000	D100611700	D10017
3503110000	D100870000	D10017
3503110000	D100871200	D10017
3503500000	D100650000	D10007
3503500000	D100650200	D10007
3503500000	D100650300	D10007
3503500000	D100650400	D10007
3503500000	D100650500	D10007
3503500000	D100650600	D10007
3503500000	D100650700	D10007
3503500000	D100650800	D10007
3503500000	D100650900	D10007
3503500000	D100651000	D10007
3503500000	D100651100	D10007
3503500000	D100651200	D10007
3503500000	D100651300	D10007
3503500000	D100651400	D10007
3503500000	D100651500	D10007
3503500000	D100651600	D10007
3503500000	D100651700	D10007
3503500000	D100651800	D10007
3503500000	D100651900	D10007
3503500000	D100652000	D10007
3503500000	D100652100	D10007
3503500000	D100652200	D10007
3503500000	D100611600	D10007
3503500000	D100611700	D10007
3503500000	D100870000	D10007
3503500000	D100871200	D10007
3505010000	D100611700	D10010
3506020000	D100650000	D10018
3506020000	D100650200	D10018
3506020000	D100650300	D10018
3506020000	D100650400	D10018
3506020000	D100650500	D10018
3506020000	D100650600	D10018
3506020000	D100650700	D10018
3506020000	D100650800	D10018
3506020000	D100650900	D10018
3506020000	D100651000	D10018
3506020000	D100651100	D10018
3506020000	D100651200	D10018
3506020000	D100651300	D10018
3506020000	D100651400	D10018
3506020000	D100651500	D10018
3506020000	D100651600	D10018
3506020000	D100651700	D10018
3506020000	D100651800	D10018
3506020000	D100651900	D10018
3506020000	D100652000	D10018
3506020000	D100652100	D10018
3506020000	D100652200	D10018
3506020000	D100611600	D10018
3506020000	D100611700	D10018
3506020000	D100870000	D10018
3506020000	D100871200	D10018
3506030000	D100650000	D10018
3506030000	D100650200	D10018
3506030000	D100650300	D10018
3506030000	D100650400	D10018
3506030000	D100650500	D10018
3506030000	D100650600	D10018
3506030000	D100650700	D10018
3506030000	D100650800	D10018
3506030000	D100650900	D10018
3506030000	D100651000	D10018
3506030000	D100651100	D10018
3506030000	D100651200	D10018
3506030000	D100651300	D10018
3506030000	D100651400	D10018
3506030000	D100651500	D10018
3506030000	D100651600	D10018
3506030000	D100651700	D10018
3506030000	D100651800	D10018
3506030000	D100651900	D10018
3506030000	D100652000	D10018
3506030000	D100652100	D10018
3506030000	D100652200	D10018
3506030000	D100611600	D10018
3506030000	D100611700	D10018
3506030000	D100870000	D10018
3506030000	D100871200	D10018
3506500000	D100650000	D10018
3506500000	D100650200	D10018
3506500000	D100650300	D10018
3506500000	D100650400	D10018
3506500000	D100650500	D10018
3506500000	D100650600	D10018
3506500000	D100650700	D10018
3506500000	D100650800	D10018
3506500000	D100650900	D10018
3506500000	D100651000	D10018
3506500000	D100651100	D10018
3506500000	D100651200	D10018
3506500000	D100651300	D10018
3506500000	D100651400	D10018
3506500000	D100651500	D10018
3506500000	D100651600	D10018
3506500000	D100651700	D10018
3506500000	D100651800	D10018
3506500000	D100651900	D10018
3506500000	D100652000	D10018
3506500000	D100652100	D10018
3506500000	D100652200	D10018
3506500000	D100611600	D10018
3506500000	D100611700	D10018
3506500000	D100870000	D10018
3506500000	D100871200	D10018
3507010000	D100650000	D10020
3507010000	D100650200	D10020
3507010000	D100650300	D10020
3507010000	D100650400	D10020
3507010000	D100650500	D10020
3507010000	D100650600	D10020
3507010000	D100650700	D10020
3507010000	D100650800	D10020
3507010000	D100650900	D10020
3507010000	D100651000	D10020
3507010000	D100651100	D10020
3507010000	D100651200	D10020
3507010000	D100651300	D10020
3507010000	D100651400	D10020
3507010000	D100651500	D10020
3507010000	D100651600	D10020
3507010000	D100651700	D10020
3507010000	D100651800	D10020
3507010000	D100651900	D10020
3507010000	D100652000	D10020
3507010000	D100652100	D10020
3507010000	D100652200	D10020
3507010000	D100611600	D10020
3507010000	D100611700	D10020
3507010000	D100870000	D10020
3507010000	D100871200	D10020
3507020000	D100650000	D10020
3507020000	D100650200	D10020
3507020000	D100650300	D10020
3507020000	D100650400	D10020
3507020000	D100650500	D10020
3507020000	D100650600	D10020
3507020000	D100650700	D10020
3507020000	D100650800	D10020
3507020000	D100650900	D10020
3507020000	D100651000	D10020
3507020000	D100651100	D10020
3507020000	D100651200	D10020
3507020000	D100651300	D10020
3507020000	D100651400	D10020
3507020000	D100651500	D10020
3507020000	D100651600	D10020
3507020000	D100651700	D10020
3507020000	D100651800	D10020
3507020000	D100651900	D10020
3507020000	D100652000	D10020
3507020000	D100652100	D10020
3507020000	D100652200	D10020
3507020000	D100611600	D10020
3507020000	D100611700	D10020
3507020000	D100870000	D10020
3507020000	D100871200	D10020
3507030000	D100650000	D10020
3507030000	D100650200	D10020
3507030000	D100650300	D10020
3507030000	D100650400	D10020
3507030000	D100650500	D10020
3507030000	D100650600	D10020
3507030000	D100650700	D10020
3507030000	D100650800	D10020
3507030000	D100650900	D10020
3507030000	D100651000	D10020
3507030000	D100651100	D10020
3507030000	D100651200	D10020
3507030000	D100651300	D10020
3507030000	D100651400	D10020
3507030000	D100651500	D10020
3507030000	D100651600	D10020
3507030000	D100651700	D10020
3507030000	D100651800	D10020
3507030000	D100651900	D10020
3507030000	D100652000	D10020
3507030000	D100652100	D10020
3507030000	D100652200	D10020
3507030000	D100611600	D10020
3507030000	D100611700	D10020
3507030000	D100870000	D10020
3507030000	D100871200	D10020
3507040000	D100650000	D10020
3507040000	D100650200	D10020
3507040000	D100650300	D10020
3507040000	D100650400	D10020
3507040000	D100650500	D10020
3507040000	D100650600	D10020
3507040000	D100650700	D10020
3507040000	D100650800	D10020
3507040000	D100650900	D10020
3507040000	D100651000	D10020
3507040000	D100651100	D10020
3507040000	D100651200	D10020
3507040000	D100651300	D10020
3507040000	D100651400	D10020
3507040000	D100651500	D10020
3507040000	D100651600	D10020
3507040000	D100651700	D10020
3507040000	D100651800	D10020
3507040000	D100651900	D10020
3507040000	D100652000	D10020
3507040000	D100652100	D10020
3507040000	D100652200	D10020
3507040000	D100611600	D10020
3507040000	D100611700	D10020
3507040000	D100870000	D10020
3507040000	D100871200	D10020
3509010000	D100650000	D10020
3509010000	D100650200	D10020
3509010000	D100650300	D10020
3509010000	D100650400	D10020
3509010000	D100650500	D10020
3509010000	D100650600	D10020
3509010000	D100650700	D10020
3509010000	D100650800	D10020
3509010000	D100650900	D10020
3509010000	D100651000	D10020
3509010000	D100651100	D10020
3509010000	D100651200	D10020
3509010000	D100651300	D10020
3509010000	D100651400	D10020
3509010000	D100651500	D10020
3509010000	D100651600	D10020
3509010000	D100651700	D10020
3509010000	D100651800	D10020
3509010000	D100651900	D10020
3509010000	D100652000	D10020
3509010000	D100652100	D10020
3509010000	D100652200	D10020
3509010000	D100611600	D10020
3509010000	D100611700	D10020
3509010000	D100870000	D10020
3509010000	D100871200	D10020
3509020000	D100650000	D10020
3509020000	D100650200	D10020
3509020000	D100650300	D10020
3509020000	D100650400	D10020
3509020000	D100650500	D10020
3509020000	D100650600	D10020
3509020000	D100650700	D10020
3509020000	D100650800	D10020
3509020000	D100650900	D10020
3509020000	D100651000	D10020
3509020000	D100651100	D10020
3509020000	D100651200	D10020
3509020000	D100651300	D10020
3509020000	D100651400	D10020
3509020000	D100651500	D10020
3509020000	D100651600	D10020
3509020000	D100651700	D10020
3509020000	D100651800	D10020
3509020000	D100651900	D10020
3509020000	D100652000	D10020
3509020000	D100652100	D10020
3509020000	D100652200	D10020
3509020000	D100611600	D10020
3509020000	D100611700	D10020
3509020000	D100870000	D10020
3509020000	D100871200	D10020
3509030000	D100650000	D10020
3509030000	D100650200	D10020
3509030000	D100650300	D10020
3509030000	D100650400	D10020
3509030000	D100650500	D10020
3509030000	D100650600	D10020
3509030000	D100650700	D10020
3509030000	D100650800	D10020
3509030000	D100650900	D10020
3509030000	D100651000	D10020
3509030000	D100651100	D10020
3509030000	D100651200	D10020
3509030000	D100651300	D10020
3509030000	D100651400	D10020
3509030000	D100651500	D10020
3509030000	D100651600	D10020
3509030000	D100651700	D10020
3509030000	D100651800	D10020
3509030000	D100651900	D10020
3509030000	D100652000	D10020
3509030000	D100652100	D10020
3509030000	D100652200	D10020
3509030000	D100611600	D10020
3509030000	D100611700	D10020
3509030000	D100870000	D10020
3509030000	D100871200	D10020
3509040000	D100650000	D10020
3509040000	D100650200	D10020
3509040000	D100650300	D10020
3509040000	D100650400	D10020
3509040000	D100650500	D10020
3509040000	D100650600	D10020
3509040000	D100650700	D10020
3509040000	D100650800	D10020
3509040000	D100650900	D10020
3509040000	D100651000	D10020
3509040000	D100651100	D10020
3509040000	D100651200	D10020
3509040000	D100651300	D10020
3509040000	D100651400	D10020
3509040000	D100651500	D10020
3509040000	D100651600	D10020
3509040000	D100651700	D10020
3509040000	D100651800	D10020
3509040000	D100651900	D10020
3509040000	D100652000	D10020
3509040000	D100652100	D10020
3509040000	D100652200	D10020
3509040000	D100611600	D10020
3509040000	D100611700	D10020
3509040000	D100870000	D10020
3509040000	D100871200	D10020
3509050000	D100650000	D10020
3509050000	D100650200	D10020
3509050000	D100650300	D10020
3509050000	D100650400	D10020
3509050000	D100650500	D10020
3509050000	D100650600	D10020
3509050000	D100650700	D10020
3509050000	D100650800	D10020
3509050000	D100650900	D10020
3509050000	D100651000	D10020
3509050000	D100651100	D10020
3509050000	D100651200	D10020
3509050000	D100651300	D10020
3509050000	D100651400	D10020
3509050000	D100651500	D10020
3509050000	D100651600	D10020
3509050000	D100651700	D10020
3509050000	D100651800	D10020
3509050000	D100651900	D10020
3509050000	D100652000	D10020
3509050000	D100652100	D10020
3509050000	D100652200	D10020
3509050000	D100611600	D10020
3509050000	D100611700	D10020
3509050000	D100870000	D10020
3509050000	D100871200	D10020
3509080000	D100650000	D10020
3509080000	D100650200	D10020
3509080000	D100650300	D10020
3509080000	D100650400	D10020
3509080000	D100650500	D10020
3509080000	D100650600	D10020
3509080000	D100650700	D10020
3509080000	D100650800	D10020
3509080000	D100650900	D10020
3509080000	D100651000	D10020
3509080000	D100651100	D10020
3509080000	D100651200	D10020
3509080000	D100651300	D10020
3509080000	D100651400	D10020
3509080000	D100651500	D10020
3509080000	D100651600	D10020
3509080000	D100651700	D10020
3509080000	D100651800	D10020
3509080000	D100651900	D10020
3509080000	D100652000	D10020
3509080000	D100652100	D10020
3509080000	D100652200	D10020
3509080000	D100611600	D10020
3509080000	D100611700	D10020
3509080000	D100870000	D10020
3509080000	D100871200	D10020
3509090000	D100650000	D10015
3509090000	D100650200	D10015
3509090000	D100650300	D10015
3509090000	D100650400	D10015
3509090000	D100650500	D10015
3509090000	D100650600	D10015
3509090000	D100650700	D10015
3509090000	D100650800	D10015
3509090000	D100650900	D10015
3509090000	D100651000	D10015
3509090000	D100651100	D10015
3509090000	D100651200	D10015
3509090000	D100651300	D10015
3509090000	D100651400	D10015
3509090000	D100651500	D10015
3509090000	D100651600	D10015
3509090000	D100651700	D10015
3509090000	D100651800	D10015
3509090000	D100651900	D10015
3509090000	D100652000	D10015
3509090000	D100652100	D10015
3509090000	D100652200	D10015
3509090000	D100611600	D10015
3509090000	D100611700	D10015
3509090000	D100870000	D10015
3509090000	D100871200	D10015
3509100000	D100650000	D10015
3509100000	D100650200	D10015
3509100000	D100650300	D10015
3509100000	D100650400	D10015
3509100000	D100650500	D10015
3509100000	D100650600	D10015
3509100000	D100650700	D10015
3509100000	D100650800	D10015
3509100000	D100650900	D10015
3509100000	D100651000	D10015
3509100000	D100651100	D10015
3509100000	D100651200	D10015
3509100000	D100651300	D10015
3509100000	D100651400	D10015
3509100000	D100651500	D10015
3509100000	D100651600	D10015
3509100000	D100651700	D10015
3509100000	D100651800	D10015
3509100000	D100651900	D10015
3509100000	D100652000	D10015
3509100000	D100652100	D10015
3509100000	D100652200	D10015
3509100000	D100611600	D10015
3509100000	D100611700	D10015
3509100000	D100870000	D10015
3509100000	D100871200	D10015
3509500000	D100650000	D10020
3509500000	D100650200	D10020
3509500000	D100650300	D10020
3509500000	D100650400	D10020
3509500000	D100650500	D10020
3509500000	D100650600	D10020
3509500000	D100650700	D10020
3509500000	D100650800	D10020
3509500000	D100650900	D10020
3509500000	D100651000	D10020
3509500000	D100651100	D10020
3509500000	D100651200	D10020
3509500000	D100651300	D10020
3509500000	D100651400	D10020
3509500000	D100651500	D10020
3509500000	D100651600	D10020
3509500000	D100651700	D10020
3509500000	D100651800	D10020
3509500000	D100651900	D10020
3509500000	D100652000	D10020
3509500000	D100652100	D10020
3509500000	D100652200	D10020
3509500000	D100611600	D10020
3509500000	D100611700	D10020
3509500000	D100870000	D10020
3509500000	D100871200	D10020
3509600000	D100650000	D10020
3509600000	D100650200	D10020
3509600000	D100650300	D10020
3509600000	D100650400	D10020
3509600000	D100650500	D10020
3509600000	D100650600	D10020
3509600000	D100650700	D10020
3509600000	D100650800	D10020
3509600000	D100650900	D10020
3509600000	D100651000	D10020
3509600000	D100651100	D10020
3509600000	D100651200	D10020
3509600000	D100651300	D10020
3509600000	D100651400	D10020
3509600000	D100651500	D10020
3509600000	D100651600	D10020
3509600000	D100651700	D10020
3509600000	D100651800	D10020
3509600000	D100651900	D10020
3509600000	D100652000	D10020
3509600000	D100652100	D10020
3509600000	D100652200	D10020
3509600000	D100611600	D10020
3509600000	D100611700	D10020
3509600000	D100870000	D10020
3509600000	D100871200	D10020
3510040000	D100611600	D10011
3510050000	D100611600	D10011
3511010000	D100650000	D10012
3511010000	D100650200	D10012
3511010000	D100650300	D10012
3511010000	D100650400	D10012
3511010000	D100650500	D10012
3511010000	D100650600	D10012
3511010000	D100650700	D10012
3511010000	D100650800	D10012
3511010000	D100650900	D10012
3511010000	D100651000	D10012
3511010000	D100651100	D10012
3511010000	D100651200	D10012
3511010000	D100651300	D10012
3511010000	D100651400	D10012
3511010000	D100651500	D10012
3511010000	D100651600	D10012
3511010000	D100651700	D10012
3511010000	D100651800	D10012
3511010000	D100651900	D10012
3511010000	D100652000	D10012
3511010000	D100652100	D10012
3511010000	D100652200	D10012
3511010000	D100611600	D10012
3511010000	D100611700	D10012
3511010000	D100870000	D10012
3511010000	D100871200	D10012
3511020000	D100650000	D10012
3511020000	D100650200	D10012
3511020000	D100650300	D10012
3511020000	D100650400	D10012
3511020000	D100650500	D10012
3511020000	D100650600	D10012
3511020000	D100650700	D10012
3511020000	D100650800	D10012
3511020000	D100650900	D10012
3511020000	D100651000	D10012
3511020000	D100651100	D10012
3511020000	D100651200	D10012
3511020000	D100651300	D10012
3511020000	D100651400	D10012
3511020000	D100651500	D10012
3511020000	D100651600	D10012
3511020000	D100651700	D10012
3511020000	D100651800	D10012
3511020000	D100651900	D10012
3511020000	D100652000	D10012
3511020000	D100652100	D10012
3511020000	D100652200	D10012
3511020000	D100611600	D10012
3511020000	D100611700	D10012
3511020000	D100870000	D10012
3511020000	D100871200	D10012
3511030000	D100650000	D10012
3511030000	D100650200	D10012
3511030000	D100650300	D10012
3511030000	D100650400	D10012
3511030000	D100650500	D10012
3511030000	D100650600	D10012
3511030000	D100650700	D10012
3511030000	D100650800	D10012
3511030000	D100650900	D10012
3511030000	D100651000	D10012
3511030000	D100651100	D10012
3511030000	D100651200	D10012
3511030000	D100651300	D10012
3511030000	D100651400	D10012
3511030000	D100651500	D10012
3511030000	D100651600	D10012
3511030000	D100651700	D10012
3511030000	D100651800	D10012
3511030000	D100651900	D10012
3511030000	D100652000	D10012
3511030000	D100652100	D10012
3511030000	D100652200	D10012
3511030000	D100611600	D10012
3511030000	D100611700	D10012
3511030000	D100870000	D10012
3511030000	D100871200	D10012
3511040000	D100650000	D10012
3511040000	D100650200	D10012
3511040000	D100650300	D10012
3511040000	D100650400	D10012
3511040000	D100650500	D10012
3511040000	D100650600	D10012
3511040000	D100650700	D10012
3511040000	D100650800	D10012
3511040000	D100650900	D10012
3511040000	D100651000	D10012
3511040000	D100651100	D10012
3511040000	D100651200	D10012
3511040000	D100651300	D10012
3511040000	D100651400	D10012
3511040000	D100651500	D10012
3511040000	D100651600	D10012
3511040000	D100651700	D10012
3511040000	D100651800	D10012
3511040000	D100651900	D10012
3511040000	D100652000	D10012
3511040000	D100652100	D10012
3511040000	D100652200	D10012
3511040000	D100611600	D10012
3511040000	D100611700	D10012
3511040000	D100870000	D10012
3511040000	D100871200	D10012
3512010000	D100650000	D10004
3512010000	D100650200	D10004
3512010000	D100650300	D10004
3512010000	D100650400	D10004
3512010000	D100650500	D10004
3512010000	D100650600	D10004
3512010000	D100650700	D10004
3512010000	D100650800	D10004
3512010000	D100650900	D10004
3512010000	D100651000	D10004
3512010000	D100651100	D10004
3512010000	D100651200	D10004
3512010000	D100651300	D10004
3512010000	D100651400	D10004
3512010000	D100651500	D10004
3512010000	D100651600	D10004
3512010000	D100651700	D10004
3512010000	D100651800	D10004
3512010000	D100651900	D10004
3512010000	D100652000	D10004
3512010000	D100652100	D10004
3512010000	D100652200	D10004
3512010000	D100611600	D10004
3512010000	D100611700	D10004
3512010000	D100870000	D10004
3512010000	D100871200	D10004
3513010000	D100650000	D10012
3513010000	D100650200	D10012
3513010000	D100650300	D10012
3513010000	D100650400	D10012
3513010000	D100650500	D10012
3513010000	D100650600	D10012
3513010000	D100650700	D10012
3513010000	D100650800	D10012
3513010000	D100650900	D10012
3513010000	D100651000	D10012
3513010000	D100651100	D10012
3513010000	D100651200	D10012
3513010000	D100651300	D10012
3513010000	D100651400	D10012
3513010000	D100651500	D10012
3513010000	D100651600	D10012
3513010000	D100651700	D10012
3513010000	D100651800	D10012
3513010000	D100651900	D10012
3513010000	D100652000	D10012
3513010000	D100652100	D10012
3513010000	D100652200	D10012
3513010000	D100611600	D10012
3513010000	D100611700	D10012
3513010000	D100870000	D10012
3513010000	D100871200	D10012
3513020000	D100650000	D10012
3513020000	D100650200	D10012
3513020000	D100650300	D10012
3513020000	D100650400	D10012
3513020000	D100650500	D10012
3513020000	D100650600	D10012
3513020000	D100650700	D10012
3513020000	D100650800	D10012
3513020000	D100650900	D10012
3513020000	D100651000	D10012
3513020000	D100651100	D10012
3513020000	D100651200	D10012
3513020000	D100651300	D10012
3513020000	D100651400	D10012
3513020000	D100651500	D10012
3513020000	D100651600	D10012
3513020000	D100651700	D10012
3513020000	D100651800	D10012
3513020000	D100651900	D10012
3513020000	D100652000	D10012
3513020000	D100652100	D10012
3513020000	D100652200	D10012
3513020000	D100611600	D10012
3513020000	D100611700	D10012
3513020000	D100870000	D10012
3513020000	D100871200	D10012
3513030000	D100650000	D10012
3513030000	D100650200	D10012
3513030000	D100650300	D10012
3513030000	D100650400	D10012
3513030000	D100650500	D10012
3513030000	D100650600	D10012
3513030000	D100650700	D10012
3513030000	D100650800	D10012
3513030000	D100650900	D10012
3513030000	D100651000	D10012
3513030000	D100651100	D10012
3513030000	D100651200	D10012
3513030000	D100651300	D10012
3513030000	D100651400	D10012
3513030000	D100651500	D10012
3513030000	D100651600	D10012
3513030000	D100651700	D10012
3513030000	D100651800	D10012
3513030000	D100651900	D10012
3513030000	D100652000	D10012
3513030000	D100652100	D10012
3513030000	D100652200	D10012
3513030000	D100611600	D10012
3513030000	D100611700	D10012
3513030000	D100870000	D10012
3513030000	D100871200	D10012
3514010000	D100650000	D10022
3514010000	D100650200	D10022
3514010000	D100650300	D10022
3514010000	D100650400	D10022
3514010000	D100650500	D10022
3514010000	D100650600	D10022
3514010000	D100650700	D10022
3514010000	D100650800	D10022
3514010000	D100650900	D10022
3514010000	D100651000	D10022
3514010000	D100651100	D10022
3514010000	D100651200	D10022
3514010000	D100651300	D10022
3514010000	D100651400	D10022
3514010000	D100651500	D10022
3514010000	D100651600	D10022
3514010000	D100651700	D10022
3514010000	D100651800	D10022
3514010000	D100651900	D10022
3514010000	D100652000	D10022
3514010000	D100652100	D10022
