Имя;Дата;0;Момент;Пользов.;Терминал;Код транзакции;Программа;Текст сообщения контр. журнала
iuspgpr8app22;14.05.2018;;7:25:02;XDONNV03;c1p1-sdp-ts0082;SESSION_MANAGER;RSRZLLG0;Report RSRZLLG0 Started
