AGR_NAME;UNAME;FROM_DAT;TO_DAT;EXCLUDE;CHANGE_DAT;CHANGE_TIM;CHANGE_TST;ORG_FLAG;COL_FLAG
ZEFM04X_FAL_REQ_TYPE;XDOAAA16;25.12.2017;31.12.9999;;25.12.2017;12:21:20;0;;
